Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price
"HP ProBook 430 G7 8VT57EA Intel Core i7-10510U/16GB/512GB SSD/13.3""",Refurbished,HP,ProBook,Intel Core i7,16,512,SSD,,13.3,No,1420.98
"HP ProBook 640 G3 Intel Core i5-7200U/4GB/500GB/14""",Refurbished,HP,ProBook,Intel Core i5,4,500,,,14.0,No,370.01
"HP Victus 16-E0006NP AMD Ryzen 7 5800H 8GB/512GB/RTX3050/16,1"" (PT)",Refurbished,HP,Victus,AMD Ryzen 7,8,512,,RTX 3050,16.1,No,829.19
"LG Gram 16Z90Q-G.AP7BB Intel Evo Core i7-1260P/32GB/2TB SSD/16""",Refurbished,LG,Gram,Intel Evo Core i7,32,2000,SSD,,16.0,No,1882.19
"Lenovo ThinkPad E14 Gen 2 Intel Core i5-1135G7/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,,14.0,No,1339.45
"MSI Creator Pro Z17 A12UMST-202ES Intel Core i7-12700H/32GB/1TB SSD/RTX A5500/17"" Táctil",Refurbished,MSI,Creator,Intel Core i7,32,1000,SSD,RTX A5500,17.0,Yes,4499.0
MSI GP76 Leopard 10UG-055XPT Intel Core i7-10870H/16GB/1TB SSD/RTX 3070/17.3'' (PT),Refurbished,MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,1599.0
"MSI Modern 15 B12M-024XES Intel Core i7-1255U/16GB/512GB SSD/15.6""",Refurbished,MSI,Modern,Intel Core i7,16,512,SSD,,15.6,No,807.78
"MSI Prestige 14 A11SCX-060ES Intel Core i7-1185G7/16GB/1TB SSD/GTX 1650/14""",Refurbished,MSI,Prestige,Intel Core i7,16,1000,SSD,GTX 1650,14.0,No,1649.0
"MSI Prestige 14 A12UC-230XES Intel Core i7-1280P/16GB/512GB SSD/RTX3050/14""",Refurbished,MSI,Prestige,Intel Core i7,16,512,SSD,RTX 3050,14.0,No,1399.0
"MSI Raider GE67HX 12UGS-023ES Intel Core i9-12900HX/32GB/1TB SSD/RTX 3070Ti/15.6""",Refurbished,MSI,Raider,Intel Core i9,32,1000,SSD,RTX 3070,15.6,No,3299.0
MSI Stealth 15M B12UE-029XPT Intel Core i7-1260P/32GB/1TB SSD/RTX 3060/15.6'' (PT),Refurbished,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 3060,15.6,No,1322.09
"Razer Blade 15 Advanced Model 4K 144Hz Intel Core i9-12900H/32GB/1TB SSD/RTX 3080Ti/15.6""",Refurbished,Razer,Blade,Intel Core i9,32,1000,SSD,RTX 3080,15.6,No,4399.99
"Razer Blade 15 Advanced Model FullHD 360Hz Intel Core i7-12800H/32GB/1TB SSD/RTX 3080Ti/15.6""",Refurbished,Razer,Blade,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,4099.99
"Samsung Galaxy Book2 Pro 360 Intel Evo Core i7-1260P/16GB/512GB SSD/15.6"" Táctil",Refurbished,Samsung,Galaxy Book,Intel Evo Core i7,16,512,SSD,,15.6,Yes,1699.0
"Samsung Galaxy Book3 Pro Intel Evo Core i7-1360P/16GB/512GB SSD/16"" + T7 SSD PCIe NVMe USB 3.2 500GB",New,Samsung,Galaxy Book,Intel Evo Core i7,16,512,SSD,,16.0,No,2099.0
"ASUS F515EA-EJ3076W Intel Core i5-1135G7/16GB/512GB SSD/15.6""",New,Asus,F515,Intel Core i5,16,512,SSD,,15.6,No,720.92
"Lenovo V15 Gen 2 ITL Intel Core i5-1135G7/16GB/512GB SSD/15.6""",New,Lenovo,V15,Intel Core i5,16,512,SSD,,15.6,No,810.81
"Microsoft Surface Pro 7+ Intel Core i7-1165G7/32GB/1TB SSD/12.3"" Táctil Platino",New,Microsoft,Surface Pro,Intel Core i7,32,1000,SSD,,12.3,Yes,2014.58
"ASUS ExpertBook P1512CEA-EJ0086X Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Refurbished,Asus,ExpertBook,Intel Core i5,16,512,SSD,,15.6,No,729.0
"ASUS F415EA-EK1005W Intel Core i5-1135G7/8GB/512GB SSD/14""",Refurbished,Asus,F415EA,Intel Core i5,8,512,SSD,,14.0,No,579.0
"ASUS ROG Zephyrus G14 2022 GA402RJ-L8099W AMD Ryzen 7 6800HS/16GB/1TB SSD/Radeon RX 6700S/14""",Refurbished,Asus,ROG,AMD Ryzen 7,16,1000,SSD,,14.0,No,2199.0
"ASUS ROG Zephyrus G15 GA503RM-HQ079W AMD Ryzen 7 6800HS/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,2199.0
"ASUS VivoBook 13 Slate OLED T3300KA-LQ031WS Intel Pentium Silver N6000/4GB/128GB/13.3"" Táctil",Refurbished,Asus,VivoBook,Intel Pentium,4,128,,,13.3,Yes,561.1
"ASUS Vivobook F1500EA-EJ2370W Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Refurbished,Asus,VivoBook,Intel Core i7,16,512,SSD,,15.6,No,899.0
Acer Aspire 5 A515-57 Intel Core i5-1235U/8GB/512GB SSD/15.6'' (PT),Refurbished,Acer,Aspire,Intel Core i5,8,512,SSD,,15.6,No,477.6
"Acer Chromebook 314 CB314-1H-C07W Intel Celeron N4020/8GB/64GB eMMC/14""",New,Acer,Chromebook,Intel Celeron,8,64,eMMC,,14.0,No,346.99
"Acer Chromebook 314 CB314-1H-C24N Intel Celeron N4020/8GB/64GB eMMC/14""",Refurbished,Acer,Chromebook,Intel Celeron,8,64,eMMC,,14.0,No,359.0
"Acer Predator Helios 300 PH315-53-79C2 Intel Core i7-10750H/16GB/1TB SSD/RTX 3080/15.6""",Refurbished,Acer,Predator,Intel Core i7,16,1000,SSD,RTX 3080,15.6,No,1999.0
"Apple MacBook Pro Intel Core i5/8GB/128GB/13"" Gris Espacial",Refurbished,Apple,MacBook Pro,Intel Core i5,8,128,,,13.0,No,604.0
"Apple MacBook Pro Touch Bar Intel Core i7/16GB/512GB/15"" Plata",Refurbished,Apple,MacBook Pro,Intel Core i7,16,512,,,15.0,No,987.15
"Asus Chromebook Z1500CN-EJ0400 Intel Celeron N3350/8GB/64GB eMMC/15.6""",Refurbished,Asus,Chromebook,Intel Celeron,8,64,eMMC,,15.6,No,399.0
"Asus Zenbook 14 UX425EA-KI359 Intel Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,Asus,ZenBook,Intel Core i7,16,512,SSD,,14.0,No,849.0
"Dell Latitude 5520 Intel Core i5-1135G7/8 GB/256GB SSD/15.6""",Refurbished,Dell,Latitude,Intel Core i5,8,256,SSD,,15.6,No,1125.75
"Dell Latitude 7490 Intel Core i5-8350U/8GB/256GB SSD/14""",Refurbished,Dell,Latitude,Intel Core i5,8,256,SSD,,14.0,No,699.0
"Dynabook Toshiba Satellite Pro C50-G-10T Intel Core i7-10510U/16GB/512GB SSD/15.6""",Refurbished,Dynabook Toshiba,Satellite Pro,Intel Core i7,16,512,SSD,,15.6,No,799.0
"Gigabyte AORUS 17 XE4-73ES514SH Intel Core i7-12700H/16GB/1TB SSD/RTX 3070Ti/17.3""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,2399.0
"Gigabyte U4 UD-50ES823SD Intel Core i5-1155G7/16GB/512GB SSD/14""",Refurbished,Gigabyte,U4,Intel Core i5,16,512,SSD,,14.0,No,799.0
"HP 15S-EQ2090NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6"" + Microsoft 365 Personal 12 Meses Descarga Digital",New,HP,15S,AMD Ryzen 5,8,512,SSD,,15.6,No,660.99
"HP 15S-FQ5013NS Intel Core i5-1235U/8GB/512GB SSD/15.6"" + Microsoft 365 Personal 12 Meses Descarga Digital",New,HP,15S,Intel Core i5,8,512,SSD,,15.6,No,760.99
"HP EliteBook 640 G9 Intel Core i7-1255U/16GB/512GB SSD/14""",Refurbished,HP,EliteBook,Intel Core i7,16,512,SSD,,14.0,No,1255.73
"HP EliteBook 650 G9 Intel Core i7-1255U/16GB/512GB SSD/15.6""",Refurbished,HP,EliteBook,Intel Core i7,16,512,SSD,,15.6,No,1654.05
"HP EliteBook 840 G7 Intel Core i5-10210U/8GB/256GB SSD/14"" Táctil",Refurbished,HP,EliteBook,Intel Core i5,8,256,SSD,,14.0,Yes,1395.03
"HP ProBook 430 G6 Intel Core i5-8265U/8GB/256GB SSD/13.3""",Refurbished,HP,ProBook,Intel Core i5,8,256,SSD,,13.3,No,490.0
"HP ProBook 440 G6 Intel Core i5-8265U/8GB/256GB SSD/14""",Refurbished,HP,ProBook,Intel Core i5,8,256,SSD,,14.0,No,550.01
"Lenovo ThinkPad T14s Gen 2 Intel Core i5-1135G7/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,16,512,SSD,,14.0,No,1901.48
"Lenovo ThinkPad T490 Intel Core i5-8265U/8GB/512GB SSD/14"" Táctil",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,512,SSD,,14.0,Yes,877.63
"Lenovo ThinkPad T490 Intel Core i7-8565U/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,,14.0,No,794.99
"Lenovo V15 IGL Intel Celeron N4020/8GB/256 GB SSD/15.6""+Microsoft 365 Personal 12 Meses Descarga Digital",New,Lenovo,V15,Intel Celeron,8,256,SSD,,15.6,No,411.0
"MSI Katana GF76 12UD-035ES Intel Core i7-12700H/16 GB/1TB SSD/RTX 3050Ti/17.3""",Refurbished,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 3050,17.3,No,1599.0
"MSI Prestige 14 A10RAS-081ES Intel Core i7-10510U/16GB/1TB SSD/MX330/14""",Refurbished,MSI,Prestige,Intel Core i7,16,1000,SSD,MX 330,14.0,No,1278.99
"MSI Prestige 15 A12UC-200XES Intel Core i7-1280P/16GB/512GB SSD/RTX 3050/15.6""",Refurbished,MSI,Prestige,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,1399.0
"MSI Prestige 16 A12UD-219XES Intel Core i7-1280P/32GB/1TB SSD/RTX 3050Ti/16""",Refurbished,MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 3050,16.0,No,1375.14
"MSI Raider GE67HX 12UHS-030ES Intel Core i7-12800HX/32GB/1TB SSD/RTX 3080Ti/15.6""",Refurbished,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3080,15.6,No,3799.0
"Medion Erazer Deputy P10 MD62132 Intel Core i5-10300H/8GB/512GB SSD/GTX 1660Ti/15.6"" + Crucial SO-DIMM DDR4 8GB 3200MHz",New,Medion,Deputy,Intel Core i5,8,512,SSD,GTX 1660,15.6,No,1029.0
"Razer Blade 15 Advanced Model FullHD 360Hz Intel Core i7-12800H/16GB/1TB SSD/RTX 3070Ti/15.6""",Refurbished,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,3299.99
"Samsung Galaxy Book3 Pro 360 Intel Evo Core i7-1360P/16GB/512GB SSD/16"" Táctil+ T7 SSD PCIe NVMe USB 3.2 500GB",New,Samsung,Galaxy Book,Intel Evo Core i7,16,512,SSD,,16.0,Yes,2198.99
"ASUS  ROG Zephyrus M16 GU604VI-93D47PB1 Intel Core i9-13900H/32GB/1TB SSD/RTX 4070/16"" (PT)",New,Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4070,16.0,No,3456.44
ASUS ROG Strix SCAR 18 G834JY-93B49PB1 Intel Core i9-13980HX/64GB/2TB SSD/RTX 4090/16'' (PT),New,Asus,ROG,Intel Core i9,64,2000,SSD,RTX 4090,16.0,No,5758.14
"ASUS ROG Strix Scar 17 G733PZ-R97B48PB1  AMD Ryzen 9 7945HX/32GB/1TB SSD/RTX 4080/17.3"" (PT)",New,Asus,ROG,AMD Radeon 9,32,1000,SSD,RTX 4080,17.3,No,4753.32
ASUS ROG Zephyrus G14 GA402RJ AMD Ryzen 7-6800HS/16GB/1TB SSD/RX 6700S/14'' (PT),New,Asus,ROG,AMD Ryzen 7,16,1000,SSD,,14.0,No,1730.15
HP Laptop 15s-eq2074np AMD Ryzen 5-5500U/12GB/256GB SSD/15.6'' (PT),New,HP,15S,AMD Ryzen 5,12,256,SSD,,15.6,No,655.34
HP OMEN 16-b1002np Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/16.1'' (PT),New,HP,Omen,Intel Core i7,16,1000,SSD,RTX 3060,16.1,No,1887.39
HP Victus 16-d1027np Intel Core i5-12500H/8GB/512GB SSD/RTX 3050Ti/16.1'' (PT),New,HP,Victus,Intel Core i5,8,512,SSD,RTX 3050,16.1,No,1438.68
"HP 250 G8 Intel Core i7-1165G7/16 GB/512GB SSD/15.6""",New,HP,250,Intel Core i7,16,512,SSD,,15.6,No,1078.0
"ASUS Chromebook CR1 CR1100CKA-GJ0132 Intel Celeron N4500/4GB/32GB/11.6""",New,Asus,Chromebook,Intel Celeron,4,32,,,11.6,No,304.82
"ASUS Chromebook CR1100FKA-BP0024 Intel Celeron N4500/4GB/32GB eMMC/11.6"" Táctil",New,Asus,Chromebook,Intel Celeron,4,32,eMMC,,11.6,Yes,398.4
"ASUS Chromebook CX1500CNA-EJ0101 Intel Celeron N3350/8GB/32GB eMMC/15.6""",New,Asus,Chromebook,Intel Celeron,8,32,eMMC,,15.6,No,466.0
"ASUS Chromebook Flip CX5 CB5400FMA Intel Core i5-1130G7/8GB/256GB SSD/14""",New,Asus,Chromebook,Intel Core i5,8,256,SSD,,14.0,No,777.0
"ASUS Chromebook Flip CX5 CB5400FMA Intel Core i7-1160G7/8GB/256GB SSD/14""",New,Asus,Chromebook,Intel Core i7,8,256,SSD,,14.0,No,918.0
"ASUS E510MA-EJ617W Intel Celeron N4020/8GB/256GB SSD/15.6""",New,Asus,E510,Intel Celeron,8,256,SSD,,15.6,No,364.16
"ASUS ExpertBook B1 B1500CEAE-BQ1856R Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i5,8,512,SSD,,15.6,No,901.99
"ASUS ExpertBook B1 B1502CBA-EJ0433W Intel Core i3-1215U/8GB/256GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i3,8,256,SSD,,15.6,No,545.0
"ASUS ExpertBook B5 B5402CBA-EB0316X Intel Core i5-1240P/16GB/512GB SSD/14""",New,Asus,ExpertBook,Intel Core i5,16,512,SSD,,14.0,No,1259.0
"ASUS ExpertBook B5 B5602CBA-MB0418X Intel Core i5-1240P/16GB/512GB SSD/16""",New,Asus,ExpertBook,Intel Core i5,16,512,SSD,,16.0,No,1238.0
"ASUS ExpertBook B6 Flip B6602FC2-MH0248X Intel Core i7-12850HX/16GB/512GB SSD/RTX A2000/16"" Táctil",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,RTX A2000,16.0,Yes,2499.0
"ASUS ExpertBook B7 Flip B7402FBA-L90012X Intel Core i7-1260P/16GB/512GB SSD/14"" Táctil",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,,14.0,Yes,2409.49
"ASUS ExpertBook B7 Flip B7402FBA-L90593X Intel Core i5-1240P/16GB/512GB SSD/14"" Táctil",New,Asus,ExpertBook,Intel Core i5,16,512,SSD,,14.0,Yes,1703.0
"ASUS ExpertBook B7 Flip B7402FEA-LA0136R Intel Core i7-1195G7/16GB/512GB SSD/14"" Táctil",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,,14.0,Yes,1902.0
"ASUS ExpertBook P1512CEA-EJ0286X Intel Core i7-1165G7/16GB/512GB SSD/15.6""",New,Asus,ExpertBook,Intel Core i7,16,512,SSD,,15.6,No,937.54
"ASUS Expertbook B9400CBA-KC0029X Intel Core i7-1255U/16GB/1TB SSD/14""",New,Asus,ExpertBook,Intel Core i7,16,1000,SSD,,14.0,No,1759.0
"ASUS F1500EA-BQ3064 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,8,512,SSD,,15.6,No,544.58
"ASUS F1500EA-BQ3075 Intel Core i5-1135G7/16GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,16,512,SSD,,15.6,No,729.78
"ASUS F1500EA-EJ3532 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,256,SSD,,15.6,No,460.63
"ASUS F415EA-EK1464 Intel Core i3-1115G4/8 GB/256GB SSD/14""",New,Asus,F415EA,Intel Core i3,8,256,SSD,,14.0,No,457.07
"ASUS F515EA-BQ1154W Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,F515,Intel Core i5,8,512,SSD,,15.6,No,613.91
"ASUS F515EA-BQ1859W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,F515,Intel Core i3,8,256,SSD,,15.6,No,570.43
"ASUS F515EA-EJ2640W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,F515,Intel Core i3,8,256,SSD,,15.6,No,424.96
"ASUS Laptop F515EA i7-1165G7 8GB/512GB SSD/15.6"" (PT)",New,Asus,F515,Intel Core i7,8,512,SSD,,15.6,No,942.08
ASUS M515DA AMD Ryzen 3 3250U/8GB/256GB SSD/15.6'' (PT),New,Asus,M515,AMD Ryzen 3,8,256,SSD,,15.6,No,595.72
"ASUS P1511CEA-BR1794X Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,BR,Intel Core i3,8,256,SSD,,15.6,No,609.15
"ASUS P1511CEA-EJ1795X Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Asus,P1511,Intel Core i7,8,512,SSD,,15.6,No,840.24
"ASUS P1511CEA-EJ791R Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Asus,P1511,Intel Core i7,8,512,SSD,,15.6,No,853.63
"ASUS ROG Flow X13 GV301QC-K6120T AMD Ryzen 9 5980HS/32GB/1TB SSD/RTX 3050/13.4"" Táctil",New,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3050,13.4,Yes,3943.37
"ASUS ROG Flow X13 GV301RC-LJ076W AMD Ryzen 7 6800HS/16GB/1TB SSD/RTX 3050/13.4"" Táctil",New,Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3050,13.4,Yes,2086.72
"ASUS ROG Flow X13 GV301RE-LJ057W AMD Ryzen 9 6900HS/32GB/1TB SSD/RTX 3050Ti/13.4"" Táctil",New,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3050,13.4,Yes,3834.15
ASUS ROG Strix G15 G513IE AMD Ryzen 7 4800H/16GB/512GB SSD/RTX 3050/15.6'' (PT),New,Asus,ROG,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,1036.46
ASUS ROG Strix G15 G513IM AMD Ryzen 7 4800H/16GB/512GB SSD/RTX3060/15.6'' (PT),New,Asus,ROG,AMD Ryzen 7,16,512,SSD,RTX 3060,15.6,No,1411.19
"ASUS ROG Strix G15 G513RC-HN180 AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3050/15.6""",New,Asus,ROG,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,909.99
"ASUS ROG Strix G15 G513RW-HQ133 AMD Ryzen 9 6900HX/32GB/1TB SSD/RTX3070Ti/15.6""",New,Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3070,15.6,No,2535.45
ASUS ROG Strix G17 G713RM AMD Ryzen 7 6800H/16GB/1TB SSD/RTX3060/17.3'' (PT),New,Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3060,17.3,No,1455.4
"ASUS ROG Strix Scar 17  G733PY-R97B49PB1 AMD Ryzen™ 9 7945HX/32GB/2TB SSD/RTX 4090/17.3"" (PT)",New,Asus,ROG,AMD Radeon 9,32,2000,SSD,RTX 4090,17.3,No,5630.9
"ASUS TUF Gaming A15 2013 TUF507NU-LP036 AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX 4050/15.6""",New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 4050,15.6,No,1175.01
ASUS TUF Gaming A15 FA506QM AMD Ryzen 7 5800H/8GB/512GB SSD/RTX 3060/15.6'' (PT),New,Asus,TUF,AMD Ryzen 7,8,512,SSD,RTX 3060,15.6,No,1122.26
"ASUS TUF Gaming A15 FA507RF-R76B25CS1 AMD Ryzen 7 6800HS/16GB/512GB SSD/RTX 2050/15.6"" (PT)",New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 2050,15.6,No,1106.48
"ASUS TUF Gaming F15 TUF506HF-HN012 Intel Core i5-11400H/16GB/512GB SSD/RTX 2050/15.6""",New,Asus,TUF,Intel Core i5,16,512,SSD,RTX 2050,15.6,No,809.9
"ASUS TUF Gaming F15 TUF507ZU4-LP110 Intel Core i7-12700H/16GB/512GB SSD/RTX 4050/15.6""",New,Asus,TUF,Intel Core i7,16,512,SSD,RTX 4050,15.6,No,1265.01
ASUS TUF Gaming FX506HF-51B25PS1 Intel Core i5-11400H/8GB/512GB SSD/RTX 2050/15.6'' (PT),New,Asus,TUF,Intel Core i5,8,512,SSD,RTX 2050,15.6,No,946.7
"ASUS VivoBook 15 F1500EA-EJ3095W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Asus,VivoBook,Intel Core i3,8,256,SSD,,15.6,No,389.0
"ASUS VivoBook 15 F1500EA-EJ3431W Intel Core i5-1135G7/16GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,16,512,SSD,,15.6,No,804.7
"ASUS VivoBook F1500EA-BQ2363 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,8,512,SSD,,15.6,No,648.97
"ASUS VivoBook F1605PA-MB127W Intel Core i5-11300H/16GB/512GB SSD/16""",New,Asus,VivoBook,Intel Core i5,16,512,SSD,,16.0,No,698.44
"ASUS VivoBook F515EA-BQ3013X Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,8,512,SSD,,15.6,No,666.37
"ASUS VivoBook F515EA-EJ3061 Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i7,8,512,SSD,,15.6,No,568.19
"ASUS VivoBook Go 14 Flip TP1400KA-BZ117WS Intel Celeron N4500/4GB/128GB eMMC/14"" Táctil",New,Asus,VivoBook,Intel Celeron,4,128,eMMC,,14.0,Yes,557.73
"ASUS VivoBook Pro 15 OLED M6500QC-L1081W AMD Ryzen 5 5600H/16GB/512GB SSD/RTX 3050/15.6""",New,Asus,VivoBook,AMD Ryzen 5,16,512,SSD,RTX 3050,15.6,No,1016.0
"ASUS VivoBook Pro 16X OLED N7600ZE-L2015W Intel Core i7-12700H/16GB/512GB SSD/RTX 3050 Ti/16""",New,Asus,VivoBook,Intel Core i7,16,512,SSD,RTX 3050,16.0,No,1745.11
"ASUS VivoBook S 15 OLED K3502ZA-MA115W Intel Core i5-12500H/16GB/512GB SSD/15.6""",New,Asus,VivoBook,Intel Core i5,16,512,SSD,,15.6,No,1212.25
"ASUS Vivobook Go E1504FA-BQ202W AMD Ryzen 3 7320U/8GB/256GB SSD/Radeon 610M/15.6""",New,Asus,VivoBook,AMD Ryzen 3,8,256,SSD,610 M,15.6,No,563.23
ASUS Vivobook K513EP-51BM3SB2 Intel Core i5-1135G7/8GB/512GB SSD/MX330/15.6'' (PT),New,Asus,VivoBook,Intel Core i5,8,512,SSD,MX 330,15.6,No,867.0
"ASUS Vivobook M1503IA AMD Ryzen 7 4800H/16GB/512GB SSD/15.6"" (PT)",New,Asus,VivoBook,AMD Ryzen 7,16,512,SSD,,15.6,No,1035.84
"ASUS ZenBook 14 OLED UM3402YA-KM464WS AMD Ryzen 5 7530U/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 5,16,512,SSD,,14.0,No,955.0
"ASUS ZenBook 14 OLED UX3402VA-KM004W Intel Evo Core i5-1340P/16GB/512GB SSD/14""",New,Asus,ZenBook,Intel Evo Core i5,16,512,SSD,,14.0,No,1205.99
"ASUS ZenBook 14 OLED UX3402ZA-KM214 Intel Core i5-1240P/16GB/512GB SSD/14""",New,Asus,ZenBook,Intel Core i5,16,512,SSD,,14.0,No,959.91
"ASUS ZenBook 14 UM3402YA-KP272W AMD Ryzen 5 5625U/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 5,16,512,SSD,,14.0,No,868.74
"ASUS ZenBook 14X OLED UM5401QA-L7207W AMD Ryzen 7 5800H/16GB/512GB SSD/14""",New,Asus,ZenBook,AMD Ryzen 7,16,512,SSD,,14.0,No,1078.65
"ASUS ZenBook Flip 13 OLED UX363EA-HP931W Intel Core i7-1165G7/16GB/512GB SSD/13.3"" Táctil",New,Asus,ZenBook,Intel Core i7,16,512,SSD,,13.3,Yes,1238.18
"Acer Aspire 3 A315-34 Intel Celeron N4000/8GB/128GB SSD/15.6""",New,Acer,Aspire,Intel Celeron,8,128,SSD,,15.6,No,486.0
"Acer Aspire 3 A315-58-72WT Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Acer,Aspire,Intel Core i7,8,512,SSD,,15.6,No,706.2
"Acer Aspire 3 A317-53 Intel Core i3-1115G4/8GB/512GB SSD/17.3""",New,Acer,Aspire,Intel Core i3,8,512,SSD,,17.3,No,707.69
"Acer Aspire 5 A515-45 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,Acer,Aspire,AMD Ryzen 5,8,512,SSD,,15.6,No,854.93
"Acer Chromebook 515 CB515-1W Intel Core i5-1135G7/8GB/256GB SSD/15.6""",New,Acer,Chromebook,Intel Core i5,8,256,SSD,,15.6,No,698.0
"Acer Chromebook 713 CP713-2W Intel Core i3-10110U/8GB/128GB eMMC/13.5""",New,Acer,Chromebook,Intel Core i3,8,128,eMMC,,13.5,No,792.55
"Acer Chromebook Spin 513 Qualcomm Snapdragon SC7180/8GB/64GB eMMC/13.3"" Táctil",New,Acer,Chromebook,Qualcomm Snapdragon 7,8,64,eMMC,,13.3,Yes,602.66
"Acer Chromebook Spin 514 CP514-2H-53KM Intel Core i5-1130G7/8GB/256GB SSD/14"" Táctil",New,Acer,Chromebook,Intel Core i5,8,256,SSD,,14.0,Yes,999.0
"Acer ConceptD 3 CN315-72-5762 Intel Core i5-10300H/8GB/512GB SSD/15.6""",New,Acer,ConceptD,Intel Core i5,8,512,SSD,,15.6,No,1121.0
"Acer ConceptD 3 CN315-72G Intel Core i5-10300H/8GB/512GB SSD/GTX 1650/15.6""",New,Acer,ConceptD,Intel Core i5,8,512,SSD,GTX 1650,15.6,No,1349.0
"Acer ConceptD 3 Ezel CC314-73G-73NV Intel Core i7-11800H/16GB/512GB SSD/RTX 3050 Ti/14"" Táctil",New,Acer,ConceptD,Intel Core i7,16,512,SSD,RTX 3050,14.0,Yes,2461.21
"Acer ConceptD 3 Ezel Pro CC314-73P-7407 Intel Core i7-11800H/16GB/1TB SSD/T1200/14"" Táctil",New,Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,14.0,Yes,2516.82
"Acer ConceptD 3 Pro CN314-73P-73M6 Intel Core i7-11800H/16GB/1TB SSD/T1200/14""",New,Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,14.0,No,2119.0
"Acer Enduro EN715-51W Intel Core i5-8250U/8GB/512GB SSD/15.6""",New,Acer,Enduro,Intel Core i5,8,512,SSD,,15.6,No,3442.0
"Acer Extensa 15 EX215-22 AMD Ryzen 3 3250U/8GB/256GB SSD/15.6""",New,Acer,Extensa,AMD Ryzen 3,8,256,SSD,,15.6,No,371.0
