lead_source,industry,employment_status,location,annual_income,number_of_courses_viewed,interaction_count,lead_score,converted
organic_search,healthcare,,north_america,78913,3,8,0.85,1
organic_search,finance,self_employed,north_america,63828,2,3,0.41,0
paid_ads,,self_employed,,69770,3,4,0.46,1
organic_search,healthcare,employed,asia,63924,3,5,0.51,1
social_media,retail,student,north_america,28190,0,1,0.21,0
events,retail,self_employed,asia,59054,3,4,0.45,1
paid_ads,retail,employed,north_america,40359,3,5,0.42,0
organic_search,healthcare,employed,north_america,77339,2,1,0.26,1
events,technology,self_employed,north_america,83108,1,4,0.41,1
,education,employed,north_america,44874,3,7,0.68,1
events,healthcare,employed,south_america,64472,1,2,0.26,1
organic_search,technology,employed,north_america,102844,1,5,0.55,0
organic_search,technology,employed,south_america,80648,5,10,0.9,1
paid_ads,education,,south_america,12000,0,2,0.23,0
paid_ads,technology,self_employed,asia,60039,0,0,0.01,0
organic_search,retail,self_employed,north_america,50299,1,5,0.5,0
organic_search,finance,student,africa,,1,2,0.33,0
organic_search,retail,employed,europe,48861,2,10,0.86,1
paid_ads,,employed,asia,49663,4,7,0.61,1
paid_ads,retail,employed,south_america,22798,3,7,0.59,1
social_media,finance,employed,south_america,67473,4,11,0.96,1
paid_ads,finance,employed,north_america,91680,2,6,0.57,1
social_media,manufacturing,employed,asia,43004,4,6,0.54,1
events,technology,self_employed,asia,79426,2,2,0.34,0
referral,healthcare,unemployed,asia,17239,2,4,0.54,1
paid_ads,manufacturing,employed,north_america,56096,2,6,0.6,0
organic_search,technology,employed,north_america,72933,1,2,0.37,0
referral,technology,employed,south_america,76300,3,4,0.68,1
paid_ads,education,self_employed,africa,35573,1,4,0.35,0
paid_ads,technology,unemployed,europe,,3,5,0.53,0
social_media,healthcare,student,europe,38954,0,0,0.15,0
referral,,self_employed,asia,45132,3,6,0.68,1
events,finance,employed,asia,76677,3,5,0.48,1
organic_search,education,self_employed,south_america,25535,3,4,0.44,1
organic_search,retail,employed,south_america,28664,3,6,0.64,1
events,education,self_employed,europe,43146,2,3,0.38,0
social_media,technology,employed,south_america,71805,6,10,0.99,1
social_media,,employed,north_america,36152,2,2,0.27,1
social_media,healthcare,employed,south_america,46285,2,1,0.2,0
organic_search,healthcare,employed,africa,67600,2,5,0.56,1
,technology,employed,europe,84780,2,2,0.33,1
social_media,healthcare,employed,,42479,3,5,0.56,1
paid_ads,healthcare,employed,north_america,61054,3,7,0.65,0
paid_ads,finance,employed,asia,68850,2,7,0.62,1
social_media,technology,self_employed,north_america,87019,2,3,0.41,1
organic_search,healthcare,employed,asia,54773,1,2,0.35,1
social_media,finance,employed,europe,73825,3,7,0.6,1
referral,education,unemployed,north_america,21041,2,5,0.57,1
social_media,healthcare,self_employed,asia,46240,2,5,0.47,0
organic_search,healthcare,employed,south_america,59328,2,4,0.57,0
events,retail,employed,,62556,2,3,0.32,0
events,technology,self_employed,south_america,72981,2,5,0.48,1
social_media,retail,self_employed,south_america,39035,3,7,0.66,1
social_media,education,student,asia,12000,4,10,0.8,1
social_media,healthcare,employed,europe,63951,2,2,0.26,0
paid_ads,education,employed,north_america,44629,3,8,0.62,1
referral,finance,self_employed,asia,62416,1,5,0.6,1
events,,employed,africa,69706,1,0,0.11,0
referral,education,employed,asia,34616,3,6,0.73,1
referral,manufacturing,unemployed,europe,30561,1,4,0.46,1
organic_search,retail,employed,europe,48203,4,10,0.91,1
organic_search,healthcare,employed,south_america,52820,3,7,0.73,1
social_media,finance,employed,europe,83705,0,0,0.2,0
events,education,employed,asia,54595,2,2,0.4,0
organic_search,manufacturing,employed,,58398,3,5,0.66,1
organic_search,healthcare,employed,south_america,55313,3,3,0.38,1
social_media,finance,unemployed,north_america,42785,2,3,0.4,1
social_media,technology,self_employed,north_america,92635,3,6,0.55,1
social_media,retail,student,north_america,12000,3,7,0.57,0
paid_ads,retail,employed,south_america,36031,0,0,0.13,0
events,education,employed,asia,40662,3,5,0.47,0
events,education,self_employed,africa,15203,4,5,0.52,0
organic_search,finance,self_employed,asia,65056,0,1,0.29,0
referral,healthcare,employed,asia,65520,4,10,0.99,1
social_media,,employed,europe,81314,3,9,0.83,1
referral,education,student,north_america,12000,0,3,0.28,0
social_media,healthcare,employed,south_america,58423,0,0,0.19,1
organic_search,technology,unemployed,europe,,1,3,0.35,0
social_media,education,employed,europe,32187,3,7,0.59,1
organic_search,finance,unemployed,south_america,55574,3,6,0.62,1
events,technology,employed,south_america,78017,2,6,0.49,0
social_media,technology,employed,europe,72228,2,6,0.61,1
paid_ads,retail,unemployed,north_america,26443,2,5,0.4,1
referral,technology,employed,asia,58909,3,9,0.79,1
paid_ads,manufacturing,employed,asia,53698,2,4,0.36,1
social_media,retail,employed,africa,27746,3,6,0.6,0
organic_search,education,employed,africa,46239,4,7,0.65,1
paid_ads,,employed,north_america,80151,4,9,0.79,1
social_media,technology,unemployed,,50552,2,5,0.56,1
events,retail,employed,,47959,2,6,0.51,0
organic_search,finance,employed,north_america,76085,3,4,0.55,1
referral,healthcare,self_employed,,59397,4,6,0.77,1
events,,self_employed,north_america,63112,2,4,0.42,1
events,technology,employed,asia,99181,2,2,0.31,0
referral,technology,employed,asia,86560,2,7,0.73,1
social_media,finance,self_employed,africa,60395,2,3,0.4,0
organic_search,retail,self_employed,europe,12000,4,11,0.96,1
organic_search,retail,employed,south_america,35864,2,4,0.55,1
events,education,employed,asia,40994,4,7,0.66,1
referral,retail,unemployed,south_america,16320,2,5,0.51,0
social_media,manufacturing,self_employed,africa,47227,3,6,0.64,1
paid_ads,education,employed,europe,47393,3,3,0.49,1
social_media,retail,unemployed,north_america,12429,0,3,0.27,0
events,,employed,africa,45117,2,1,0.28,0
organic_search,retail,self_employed,europe,48840,2,5,0.42,1
social_media,education,employed,south_america,52627,1,0,0.24,0
paid_ads,healthcare,employed,north_america,71220,2,4,0.36,1
social_media,healthcare,employed,south_america,50053,2,6,0.6,1
paid_ads,technology,employed,europe,95873,2,4,0.46,0
social_media,healthcare,employed,asia,53077,0,2,0.29,0
events,retail,employed,north_america,59959,1,2,0.33,1
social_media,retail,self_employed,europe,46162,3,6,0.59,0
social_media,manufacturing,student,europe,,1,4,0.44,1
organic_search,education,self_employed,europe,45386,2,4,0.5,0
organic_search,healthcare,employed,asia,69736,3,6,0.63,0
events,finance,self_employed,north_america,80225,1,0,0.17,0
paid_ads,education,student,europe,12889,1,3,0.32,0
events,manufacturing,unemployed,north_america,36612,2,4,0.33,0
events,technology,employed,north_america,71871,2,4,0.49,0
social_media,technology,employed,north_america,87796,0,0,0.04,0
organic_search,technology,student,asia,,0,2,0.25,0
social_media,,employed,north_america,36973,2,2,0.35,0
events,manufacturing,unemployed,europe,,0,1,0.1,0
organic_search,manufacturing,employed,south_america,58530,0,4,0.5,1
paid_ads,retail,employed,asia,50034,3,5,0.51,0
paid_ads,retail,unemployed,asia,12000,1,2,0.22,0
referral,retail,employed,asia,43829,3,7,0.74,1
paid_ads,finance,employed,europe,70769,3,4,0.33,1
events,healthcare,employed,europe,61871,2,2,0.3,0
,retail,employed,europe,52949,4,6,0.7,1
organic_search,technology,student,europe,27080,3,3,0.34,0
organic_search,,employed,north_america,93303,2,8,0.69,1
,finance,employed,asia,84591,3,3,0.52,1
events,technology,unemployed,north_america,57951,0,0,0.02,0
social_media,,self_employed,europe,73387,3,5,0.54,1
events,finance,self_employed,south_america,67592,0,1,0.12,0
referral,healthcare,employed,europe,52804,4,6,0.74,1
events,finance,student,asia,,1,1,0.23,0
social_media,technology,employed,asia,84777,1,4,0.42,1
paid_ads,education,student,north_america,32720,1,2,0.24,0
organic_search,retail,employed,asia,27399,3,4,0.48,1
organic_search,retail,employed,asia,45305,1,3,0.29,1
,technology,employed,north_america,84670,3,7,0.64,1
paid_ads,,employed,north_america,65642,1,2,0.39,1
organic_search,retail,employed,asia,52946,2,5,0.54,1
social_media,manufacturing,self_employed,europe,50638,1,5,0.46,0
events,retail,student,asia,,1,1,,0
organic_search,retail,employed,south_america,51421,3,7,0.68,0
referral,healthcare,unemployed,north_america,47206,0,2,0.34,0
paid_ads,healthcare,self_employed,north_america,77508,2,3,0.34,1
organic_search,retail,employed,south_america,52128,1,4,0.43,0
referral,finance,employed,north_america,84322,3,8,0.78,1
events,finance,employed,asia,67368,2,5,0.45,1
paid_ads,education,employed,africa,28267,3,7,0.65,0
paid_ads,education,employed,africa,42087,2,2,0.4,0
events,healthcare,employed,north_america,71541,2,5,0.42,1
,technology,employed,europe,89150,4,10,0.97,1
social_media,retail,unemployed,asia,14317,2,2,0.34,0
referral,retail,employed,north_america,63114,4,8,0.84,1
referral,technology,employed,,71698,3,7,0.84,1
referral,technology,employed,south_america,78357,3,6,0.75,1
paid_ads,finance,employed,asia,79222,2,3,0.41,1
social_media,finance,unemployed,north_america,54935,0,3,0.36,0
,finance,employed,south_america,82888,4,9,0.86,1
paid_ads,manufacturing,,north_america,22381,3,2,0.31,1
social_media,retail,unemployed,africa,12000,1,4,0.43,1
organic_search,technology,unemployed,europe,,0,1,0.26,0
referral,education,employed,north_america,50332,2,5,0.63,1
organic_search,finance,employed,africa,73037,4,6,0.72,1
social_media,retail,employed,europe,43988,1,2,0.35,0
paid_ads,technology,student,europe,56756,0,0,0.06,0
organic_search,technology,employed,,91333,1,3,0.28,0
paid_ads,technology,student,africa,40039,3,5,0.62,0
paid_ads,manufacturing,student,asia,20400,0,0,0.01,0
social_media,retail,unemployed,north_america,13415,2,6,0.63,1
social_media,finance,employed,asia,81312,1,4,0.5,0
social_media,healthcare,unemployed,north_america,34506,1,1,0.27,0
paid_ads,healthcare,self_employed,europe,45777,1,0,0.16,1
organic_search,education,employed,asia,37344,2,2,0.27,0
organic_search,technology,employed,europe,81377,3,9,0.79,1
referral,retail,self_employed,north_america,54101,1,4,0.4,1
referral,technology,self_employed,north_america,75054,2,4,0.52,1
social_media,manufacturing,employed,europe,72196,0,0,0.32,1
paid_ads,healthcare,employed,north_america,74593,2,4,0.39,1
referral,healthcare,employed,europe,68223,4,8,0.88,1
,finance,unemployed,north_america,58613,2,2,0.38,0
events,technology,employed,north_america,83286,2,6,,1
events,retail,unemployed,europe,31161,3,6,0.57,0
social_media,manufacturing,student,north_america,26447,2,3,0.42,1
social_media,manufacturing,,europe,37687,1,5,0.45,0
events,technology,self_employed,europe,77997,0,0,0.01,0
referral,education,unemployed,north_america,16811,4,5,0.59,1
social_media,manufacturing,employed,africa,45529,4,8,0.69,1
organic_search,healthcare,employed,north_america,73778,4,8,0.75,1
referral,technology,,europe,88612,4,10,0.99,1
organic_search,healthcare,employed,europe,65606,3,5,0.66,0
paid_ads,manufacturing,self_employed,europe,55637,1,0,0.18,0
events,retail,employed,south_america,48871,2,3,0.34,0
social_media,,employed,asia,75638,4,8,0.8,1
organic_search,technology,employed,asia,70527,2,6,0.53,1
referral,healthcare,employed,north_america,57340,1,3,0.43,0
organic_search,technology,employed,europe,84857,3,7,0.73,0
organic_search,finance,self_employed,asia,87498,3,9,0.86,1
events,retail,self_employed,north_america,52039,1,2,0.4,1
paid_ads,retail,employed,africa,42307,4,5,0.51,0
organic_search,finance,student,north_america,34513,3,5,0.5,0
organic_search,finance,,north_america,40046,2,4,0.38,1
organic_search,technology,self_employed,north_america,74382,2,7,0.68,0
organic_search,,unemployed,asia,,3,6,0.61,0
events,retail,employed,asia,53378,1,3,0.38,0
paid_ads,retail,employed,north_america,59521,2,4,0.47,1
organic_search,retail,self_employed,asia,44489,3,4,0.5,1
social_media,manufacturing,employed,europe,50314,2,3,0.48,1
referral,healthcare,employed,north_america,71732,3,9,0.91,1
referral,finance,employed,asia,84233,2,6,0.64,1
referral,healthcare,employed,africa,60814,2,8,0.78,1
events,finance,self_employed,europe,64376,2,5,0.54,1
events,technology,employed,europe,105648,2,4,,1
events,healthcare,employed,europe,78677,2,6,0.62,1
social_media,healthcare,employed,south_america,52995,3,5,0.57,1
social_media,education,self_employed,north_america,33679,1,2,0.25,0
social_media,technology,employed,north_america,101317,3,3,0.53,0
paid_ads,,self_employed,north_america,95728,1,1,0.32,0
organic_search,manufacturing,self_employed,north_america,59667,1,5,0.54,1
social_media,retail,employed,south_america,38976,3,3,0.4,0
paid_ads,,unemployed,asia,27292,0,0,0.01,0
organic_search,healthcare,self_employed,south_america,61586,2,5,0.52,1
organic_search,technology,employed,asia,73167,4,7,0.78,1
social_media,technology,employed,north_america,80259,2,1,0.3,0
paid_ads,technology,unemployed,north_america,49012,1,3,0.38,0
organic_search,retail,employed,north_america,58061,3,5,0.66,1
referral,retail,student,north_america,,2,4,0.56,1
organic_search,technology,employed,north_america,97679,3,4,0.71,1
referral,education,employed,asia,33289,4,7,0.77,1
paid_ads,technology,self_employed,asia,89673,2,3,0.43,1
social_media,finance,employed,asia,65836,3,5,0.71,1
paid_ads,finance,employed,asia,78640,3,5,0.52,1
paid_ads,technology,employed,north_america,72348,3,4,0.44,0
social_media,finance,employed,europe,70674,2,4,0.47,1
paid_ads,healthcare,employed,asia,61237,2,6,0.51,1
organic_search,,unemployed,north_america,69280,4,6,0.74,1
events,technology,employed,south_america,69203,0,0,0.22,0
paid_ads,education,employed,asia,52058,2,5,0.39,1
organic_search,healthcare,unemployed,south_america,21829,0,6,0.48,0
,finance,student,europe,44229,2,3,0.34,0
paid_ads,healthcare,employed,africa,70707,1,2,0.16,1
referral,healthcare,student,north_america,44293,2,6,0.63,1
referral,retail,employed,south_america,46629,5,10,0.99,1
events,education,employed,europe,53818,3,4,0.5,1
organic_search,technology,student,south_america,41501,2,2,0.41,1
events,manufacturing,,south_america,12000,3,7,0.56,0
paid_ads,finance,employed,asia,80185,2,5,0.52,0
events,finance,employed,asia,85703,3,5,0.6,1
social_media,manufacturing,employed,africa,30475,4,8,0.8,1
social_media,technology,employed,asia,78002,3,6,0.71,1
organic_search,retail,self_employed,north_america,63698,1,1,0.33,1
social_media,healthcare,employed,north_america,65031,2,3,0.38,0
social_media,,employed,europe,45280,3,8,0.82,1
organic_search,finance,unemployed,europe,69000,1,2,0.15,0
social_media,education,unemployed,south_america,20153,1,4,0.55,1
paid_ads,retail,unemployed,north_america,,1,3,0.4,1
events,retail,self_employed,south_america,31443,1,3,0.22,0
organic_search,manufacturing,employed,south_america,48529,4,8,0.76,1
social_media,finance,employed,europe,85678,2,5,0.64,0
paid_ads,education,unemployed,north_america,27290,2,3,0.33,0
paid_ads,healthcare,employed,south_america,71632,2,5,0.42,1
organic_search,manufacturing,student,,,3,6,0.55,1
events,technology,unemployed,europe,62712,0,0,0.15,0
referral,technology,self_employed,asia,81860,3,8,0.83,1
organic_search,technology,employed,north_america,97190,2,6,0.57,1
events,retail,unemployed,north_america,35796,1,3,0.39,1
social_media,healthcare,self_employed,north_america,54621,2,2,0.4,1
referral,retail,self_employed,north_america,53505,0,0,0.32,0
events,education,,south_america,35770,2,3,0.39,1
social_media,,employed,europe,79668,3,3,0.51,1
social_media,healthcare,self_employed,africa,61743,4,4,0.58,1
paid_ads,manufacturing,employed,africa,55012,3,2,0.37,0
paid_ads,retail,unemployed,north_america,21333,0,0,0.18,0
social_media,manufacturing,employed,north_america,53297,5,7,0.79,1
organic_search,retail,employed,europe,47343,4,7,0.63,1
social_media,technology,unemployed,asia,49586,2,5,0.53,0
events,manufacturing,unemployed,asia,22287,2,4,0.43,0
events,finance,unemployed,south_america,43877,0,0,0.04,0
referral,education,unemployed,africa,12000,2,7,0.62,1
referral,education,employed,north_america,47169,3,11,0.91,1
social_media,healthcare,self_employed,south_america,46376,1,0,0.24,0
social_media,healthcare,employed,europe,51821,4,8,0.69,1
organic_search,technology,self_employed,europe,88705,4,6,0.8,1
paid_ads,retail,student,asia,,1,1,0.23,0
paid_ads,retail,student,africa,,0,0,0.01,0
social_media,healthcare,self_employed,north_america,59882,1,5,0.53,0
paid_ads,retail,employed,south_america,38127,3,5,0.44,1
events,technology,employed,north_america,90659,1,3,0.48,0
referral,healthcare,employed,south_america,62414,4,6,0.66,1
organic_search,retail,employed,,53423,2,4,0.55,1
social_media,healthcare,student,asia,21165,2,3,0.33,1
social_media,retail,employed,europe,42293,3,5,0.7,1
paid_ads,technology,employed,north_america,85468,3,3,0.51,0
referral,education,employed,europe,41544,3,7,0.82,1
social_media,technology,employed,europe,78717,2,5,0.55,1
social_media,healthcare,employed,south_america,75795,3,5,0.6,0
organic_search,manufacturing,student,europe,20519,1,4,0.39,0
paid_ads,healthcare,employed,north_america,62136,5,6,0.61,1
organic_search,healthcare,employed,north_america,70825,3,6,0.62,0
events,finance,employed,north_america,84050,4,5,0.59,1
organic_search,healthcare,student,south_america,42395,4,5,0.62,0
referral,finance,employed,africa,64645,2,4,0.53,1
organic_search,retail,self_employed,asia,41630,4,7,0.64,0
social_media,finance,employed,europe,72506,3,6,0.72,1
referral,finance,self_employed,south_america,53554,2,9,0.87,1
organic_search,retail,employed,asia,32263,3,7,0.63,1
paid_ads,technology,employed,asia,67038,1,3,0.37,0
events,education,employed,asia,32953,2,2,0.34,0
social_media,healthcare,self_employed,south_america,57653,3,6,0.58,1
events,healthcare,student,europe,,0,0,0.16,0
organic_search,manufacturing,employed,europe,63478,4,9,0.88,1
referral,technology,employed,asia,84129,2,6,0.77,1
organic_search,healthcare,self_employed,asia,57095,0,2,0.33,0
organic_search,retail,unemployed,asia,12735,3,6,0.52,1
social_media,technology,employed,north_america,86834,4,6,0.58,1
paid_ads,finance,employed,europe,61933,1,0,0.15,0
referral,technology,employed,north_america,91937,2,8,0.77,1
paid_ads,healthcare,self_employed,europe,47852,1,2,0.21,1
organic_search,,employed,europe,83864,3,9,0.9,1
referral,healthcare,unemployed,north_america,33751,2,6,0.69,1
organic_search,education,employed,north_america,51136,2,6,0.61,1
paid_ads,technology,unemployed,north_america,66435,0,2,0.24,0
organic_search,education,unemployed,europe,,1,2,0.38,0
organic_search,technology,unemployed,south_america,52614,0,0,0.17,0
social_media,education,employed,,37823,2,4,0.44,1
paid_ads,manufacturing,employed,europe,46643,2,5,0.36,0
social_media,manufacturing,unemployed,south_america,34744,2,5,0.57,1
events,technology,employed,africa,73087,1,0,0.29,0
paid_ads,finance,employed,north_america,93368,5,6,0.71,1
organic_search,retail,employed,north_america,47092,2,6,0.59,1
social_media,healthcare,unemployed,south_america,29421,1,0,0.21,0
referral,healthcare,student,south_america,,3,8,0.69,1
organic_search,education,employed,africa,30549,2,2,0.36,1
social_media,retail,employed,north_america,58570,2,3,0.43,0
social_media,retail,unemployed,europe,29152,1,2,0.21,0
paid_ads,healthcare,unemployed,asia,,0,3,0.17,0
organic_search,retail,employed,,48373,4,8,0.73,1
events,technology,employed,africa,67915,5,9,0.8,1
organic_search,finance,employed,south_america,70340,2,3,0.48,0
paid_ads,education,employed,north_america,44458,5,7,0.64,1
organic_search,finance,employed,europe,84468,3,6,0.66,1
paid_ads,technology,student,south_america,40048,2,3,0.32,0
organic_search,retail,student,europe,12000,2,5,0.53,1
organic_search,healthcare,employed,africa,57124,2,3,0.43,0
paid_ads,healthcare,employed,,72333,2,7,0.6,1
paid_ads,technology,,asia,69087,3,5,0.65,1
paid_ads,retail,employed,north_america,55208,3,7,0.57,1
paid_ads,healthcare,employed,asia,73849,3,7,0.62,1
referral,manufacturing,self_employed,north_america,61311,3,5,0.64,0
referral,technology,employed,south_america,65362,2,5,0.6,1
paid_ads,technology,employed,north_america,67935,2,5,0.46,1
paid_ads,healthcare,self_employed,europe,54592,3,6,0.57,1
organic_search,healthcare,self_employed,north_america,53651,1,3,0.27,0
referral,retail,unemployed,north_america,20599,1,1,0.19,0
organic_search,technology,employed,north_america,87030,4,8,0.75,1
social_media,technology,unemployed,asia,,1,4,0.39,0
social_media,education,employed,south_america,35951,2,2,0.33,0
events,retail,self_employed,asia,30155,0,3,0.33,0
events,education,employed,north_america,58282,2,5,0.46,1
paid_ads,education,self_employed,asia,46230,3,5,0.53,0
organic_search,technology,student,asia,43594,5,12,0.94,1
organic_search,technology,self_employed,north_america,86171,3,3,0.57,0
social_media,healthcare,unemployed,north_america,41944,2,3,0.39,1
referral,finance,self_employed,europe,82589,3,7,0.79,1
social_media,retail,self_employed,north_america,51202,3,7,0.7,1
social_media,healthcare,employed,south_america,58488,3,4,0.56,1
referral,finance,unemployed,north_america,65814,1,3,0.46,0
organic_search,retail,employed,north_america,70270,3,5,0.54,0
organic_search,technology,employed,europe,66215,3,7,0.7,1
organic_search,healthcare,employed,europe,58597,2,3,0.48,0
organic_search,,employed,north_america,64329,1,3,0.3,0
referral,retail,employed,europe,56411,3,6,0.71,1
events,manufacturing,unemployed,africa,31246,2,3,0.3,0
social_media,retail,student,europe,16087,2,4,0.3,1
organic_search,manufacturing,student,europe,25865,2,4,0.48,1
events,technology,employed,north_america,79944,2,1,0.25,1
paid_ads,healthcare,employed,south_america,75504,3,6,0.6,1
organic_search,technology,student,europe,35933,3,5,0.47,1
paid_ads,technology,employed,north_america,97218,2,4,0.46,0
social_media,retail,self_employed,asia,40926,2,4,0.4,0
paid_ads,technology,student,north_america,48803,2,4,0.43,0
social_media,healthcare,employed,,51164,1,3,0.36,0
referral,technology,self_employed,north_america,79698,0,3,0.58,1
social_media,healthcare,self_employed,,69738,3,4,0.5,1
referral,healthcare,employed,europe,64765,1,5,0.5,0
referral,retail,self_employed,south_america,52392,5,9,0.93,1
paid_ads,,self_employed,north_america,49204,1,3,0.4,0
referral,technology,self_employed,south_america,72306,1,4,0.61,0
organic_search,technology,employed,south_america,62450,5,8,0.78,1
organic_search,education,student,europe,12000,2,4,0.43,1
organic_search,education,employed,,44817,3,7,0.73,0
referral,healthcare,student,europe,37856,1,2,0.33,0
organic_search,technology,unemployed,south_america,,2,6,0.64,1
referral,finance,employed,south_america,75711,4,7,0.86,1
organic_search,education,unemployed,north_america,15012,1,6,0.52,0
social_media,technology,employed,north_america,95432,3,3,0.46,0
events,technology,unemployed,north_america,52715,0,0,0.06,0
organic_search,retail,employed,europe,29901,2,9,0.71,1
organic_search,healthcare,employed,north_america,68538,2,4,0.5,1
social_media,technology,employed,africa,80315,1,2,0.37,1
events,technology,employed,south_america,78530,2,4,0.42,1
social_media,education,employed,south_america,38902,3,7,0.62,1
paid_ads,education,student,africa,,0,1,0.07,1
,education,,,31862,2,3,0.49,1
social_media,technology,employed,,78960,2,5,0.57,1
social_media,healthcare,employed,asia,66327,3,8,0.74,1
social_media,healthcare,unemployed,north_america,42074,1,4,0.41,0
social_media,finance,unemployed,europe,,1,4,0.53,1
organic_search,manufacturing,unemployed,,,2,6,0.67,1
social_media,retail,self_employed,asia,24031,5,8,0.71,1
referral,retail,employed,north_america,53493,5,9,0.87,1
events,manufacturing,,asia,56589,4,7,0.73,1
social_media,technology,unemployed,europe,,3,6,0.69,1
paid_ads,education,self_employed,europe,43717,2,4,0.37,0
organic_search,education,employed,north_america,51159,4,7,0.82,1
organic_search,,employed,north_america,60105,1,4,0.47,0
paid_ads,finance,unemployed,south_america,42571,0,1,0.07,0
paid_ads,healthcare,employed,asia,64886,0,1,0.19,0
organic_search,education,employed,north_america,54941,2,4,0.46,1
referral,manufacturing,employed,europe,56565,1,3,0.47,1
events,healthcare,employed,asia,52891,2,2,0.32,0
events,technology,employed,north_america,95672,3,8,0.84,1
organic_search,technology,employed,north_america,87567,2,6,0.6,1
events,technology,unemployed,asia,58194,0,1,0.19,0
paid_ads,healthcare,employed,asia,55811,1,4,0.46,0
paid_ads,manufacturing,employed,north_america,68852,3,6,0.54,1
organic_search,education,self_employed,,40906,2,1,0.26,1
paid_ads,technology,student,asia,51079,3,5,0.55,1
social_media,technology,self_employed,north_america,85004,2,4,0.43,1
referral,finance,unemployed,africa,55865,2,4,0.49,0
organic_search,education,student,asia,16408,3,9,0.76,1
social_media,retail,student,asia,12000,3,2,0.37,0
,,student,south_america,12000,1,1,0.31,1
social_media,education,employed,north_america,44005,2,5,0.5,1
paid_ads,retail,employed,asia,43027,2,4,0.45,0
social_media,retail,self_employed,north_america,47627,2,5,0.53,1
organic_search,technology,unemployed,africa,,3,6,0.63,0
organic_search,finance,employed,south_america,75226,3,5,0.46,0
referral,finance,employed,north_america,78812,3,9,0.86,1
organic_search,technology,employed,south_america,67873,1,4,0.51,1
organic_search,finance,employed,asia,69483,5,11,0.99,1
events,finance,employed,north_america,87997,2,1,0.26,0
organic_search,healthcare,self_employed,south_america,58246,1,6,0.65,0
,finance,employed,north_america,86972,2,2,0.4,1
social_media,,student,asia,,2,2,0.35,1
organic_search,finance,employed,europe,80795,3,5,0.62,0
organic_search,manufacturing,self_employed,asia,43830,2,6,0.59,0
referral,retail,unemployed,north_america,15154,2,2,0.39,0
social_media,manufacturing,employed,africa,53629,0,1,0.22,0
organic_search,healthcare,,africa,21709,0,3,0.34,0
,finance,student,north_america,41085,3,5,0.55,1
paid_ads,retail,unemployed,europe,,3,8,0.76,1
paid_ads,education,employed,south_america,24955,2,3,0.31,0
events,technology,self_employed,north_america,72878,1,4,0.48,0
organic_search,technology,self_employed,asia,82774,4,5,0.64,1
organic_search,retail,employed,north_america,52640,2,8,0.79,1
organic_search,finance,student,south_america,,3,8,0.71,1
organic_search,healthcare,unemployed,asia,20526,1,4,0.35,1
paid_ads,healthcare,,south_america,53198,3,4,0.51,1
events,finance,,asia,58758,2,2,0.2,0
paid_ads,technology,employed,north_america,79436,3,1,0.26,1
events,,student,africa,,2,3,0.38,0
organic_search,healthcare,unemployed,north_america,47547,4,9,0.79,1
social_media,retail,self_employed,north_america,55247,2,7,0.67,1
social_media,retail,employed,europe,43083,1,0,0.16,0
social_media,healthcare,self_employed,asia,49056,4,6,0.61,1
paid_ads,finance,student,north_america,47617,2,3,0.36,0
organic_search,finance,unemployed,north_america,57234,2,4,0.48,1
paid_ads,education,employed,south_america,41156,2,7,0.5,0
events,education,self_employed,asia,32635,2,4,0.39,0
referral,finance,employed,north_america,78042,2,4,0.47,0
paid_ads,retail,,,55668,0,1,0.09,0
organic_search,healthcare,student,europe,31728,4,10,0.86,1
paid_ads,finance,employed,south_america,68829,2,3,0.39,1
paid_ads,finance,self_employed,north_america,77498,0,1,0.17,0
paid_ads,manufacturing,employed,north_america,60720,4,6,0.69,1
organic_search,healthcare,student,south_america,20241,1,3,0.42,0
paid_ads,healthcare,unemployed,europe,32659,2,4,0.43,1
social_media,finance,employed,europe,73133,3,7,0.73,0
referral,technology,self_employed,europe,79516,4,9,0.99,1
paid_ads,manufacturing,,asia,23737,1,7,0.53,0
paid_ads,education,employed,north_america,42804,1,6,0.45,1
paid_ads,retail,employed,asia,46813,1,1,0.17,0
paid_ads,technology,employed,north_america,66818,0,0,0.12,0
social_media,retail,,north_america,19092,0,1,0.27,1
paid_ads,healthcare,student,north_america,24517,0,3,0.37,0
social_media,education,employed,north_america,53379,2,5,0.62,0
events,finance,student,north_america,43539,1,4,0.39,1
social_media,retail,unemployed,north_america,31031,1,4,0.37,1
organic_search,retail,,europe,53828,3,5,0.55,1
organic_search,technology,student,africa,,3,7,0.65,1
events,,unemployed,south_america,25031,1,5,,1
social_media,retail,self_employed,europe,43823,2,4,0.45,1
social_media,retail,,asia,12000,0,0,0.01,0
events,technology,self_employed,asia,65066,2,5,0.56,1
referral,manufacturing,student,asia,29527,1,2,0.42,0
social_media,technology,employed,south_america,90897,3,4,0.51,1
referral,healthcare,employed,south_america,56085,4,10,0.9,1
events,technology,employed,north_america,82175,3,4,0.54,1
events,retail,employed,north_america,49040,3,4,0.43,0
social_media,manufacturing,employed,north_america,58373,2,7,0.56,1
social_media,education,employed,north_america,50992,4,7,0.65,1
social_media,healthcare,employed,europe,54069,4,10,0.88,0
social_media,education,employed,africa,23291,3,5,0.63,1
paid_ads,manufacturing,student,africa,17496,1,0,0.09,0
referral,,employed,south_america,51055,3,6,0.64,1
