"Status","Seniority","Home","Time","Age","Marital","Records","Job","Expenses","Income","Assets","Debt","Amount","Price"
2,1,5,12,26,1,1,2,35,0,0,0,190,693
2,1,6,30,20,1,1,1,35,90,0,0,450,500
1,3,2,60,30,2,1,1,45,200,10000,2969,1650,1750
1,1,1,60,35,3,1,1,45,100,0,0,1250,1400
1,22,5,36,38,2,1,1,75,110,2000,0,780,1785
1,30,2,48,59,2,1,1,45,150,4000,0,660,933
2,2,6,24,37,2,2,3,60,0,0,0,1000,1795
1,1,5,48,40,2,1,1,75,121,0,0,1320,1600
1,5,1,48,34,5,1,3,57,120,9000,0,950,1290
1,17,2,60,57,2,1,1,60,106,4000,0,870,979
1,14,6,48,46,2,1,1,60,100,99999999,99999999,800,1651
1,3,1,36,23,2,1,2,53,79,0,0,600,650
1,1,1,48,34,1,1,1,45,98,6000,800,900,980
1,17,2,36,38,2,1,3,75,0,19000,800,700,795
1,35,2,60,52,2,1,3,45,90,14000,0,2900,4600
1,1,5,48,22,1,1,1,35,210,0,0,1575,2082
1,12,2,60,27,2,1,1,60,160,2500,270,1400,1461
1,2,2,60,27,2,1,1,45,120,5000,400,1000,1140
1,7,6,60,26,2,2,1,45,211,0,0,1400,1531
2,17,2,60,46,2,2,1,75,80,3000,0,900,1286
1,1,6,60,23,1,1,2,35,70,0,0,1050,1190
1,3,2,60,60,2,2,4,45,67,10000,0,1000,1683
1,7,5,60,27,2,1,3,45,71,0,0,1500,1800
1,13,1,60,36,2,1,1,84,92,0,0,1200,1271
1,15,5,24,46,2,1,1,60,158,0,0,1000,1923
1,0,2,12,65,2,1,4,60,115,3500,0,200,431
2,0,1,24,30,2,1,2,83,80,0,0,500,650
1,5,1,60,37,2,1,1,93,176,0,0,1800,2450
1,10,2,36,56,2,2,3,90,321,26000,0,975,1576
1,7,2,36,24,2,1,1,60,112,3500,0,1100,1460
1,2,5,36,20,1,1,3,45,0,0,0,1000,1310
2,0,1,60,28,2,1,1,53,75,0,0,1100,1168
1,10,2,24,50,2,1,3,60,100,4000,0,700,1461
1,2,1,48,31,1,1,1,43,75,0,0,800,900
1,12,2,48,51,2,1,1,60,80,10000,0,1600,1661
1,2,1,60,30,2,1,1,92,170,0,0,1300,1525
1,20,6,60,62,2,1,4,75,140,0,0,1300,1371
2,0,2,60,38,2,2,2,75,120,3500,0,1500,1702
1,12,2,60,50,2,1,1,60,100,8000,0,1050,1657
1,15,2,48,44,2,1,1,60,200,3500,200,800,1218
2,0,1,60,41,2,2,1,95,50,7000,4000,1600,1601
2,20,3,60,40,2,1,1,75,83,3000,0,1300,1435
1,5,2,60,37,2,2,3,75,75,12000,0,900,1014
1,18,6,48,50,2,1,3,75,62,5000,0,1700,2437
1,6,5,60,24,4,1,1,45,220,3000,0,1600,1700
1,5,2,36,46,2,1,3,60,100,4000,0,1100,1897
1,11,1,24,26,1,1,1,59,137,2500,0,350,1158
1,1,1,48,27,1,1,1,45,97,0,0,850,1000
1,22,2,24,46,2,1,1,60,100,10500,0,900,1635
1,2,3,48,34,2,1,1,90,170,6000,0,1280,1879
2,6,2,36,42,2,1,1,105,151,48000,0,1635,1635
2,0,2,36,21,1,2,2,35,115,2000,0,700,900
1,15,6,48,60,2,1,1,60,153,0,0,450,1188
2,0,6,60,42,2,2,1,165,0,0,0,1300,1750
1,14,1,60,46,2,1,3,67,67,0,0,1500,2250
2,6,6,24,23,1,2,1,35,135,0,0,250,250
1,5,1,48,29,2,1,1,78,177,4000,0,700,960
2,2,5,48,28,4,1,3,35,140,0,0,1000,1100
1,14,1,48,43,2,1,1,54,85,2000,0,500,800
1,26,2,48,42,2,1,1,60,95,6500,0,1180,1442
1,0,5,36,32,1,1,1,35,119,3000,0,1000,1345
1,29,2,12,53,2,1,1,45,145,27000,0,500,1230
1,4,1,48,28,1,1,1,45,100,0,0,750,954
1,4,2,24,55,2,1,3,90,200,4500,0,800,1230
1,20,2,6,59,2,1,3,60,0,99999999,0,500,1402
2,8,2,60,40,2,2,1,75,96,4000,1700,2050,2050
1,1,6,60,20,1,1,1,35,85,0,0,850,1618
2,20,2,60,44,2,2,3,75,60,3000,0,1500,1912
2,5,2,60,39,2,2,3,90,152,6000,0,1250,1600
1,15,2,36,55,2,1,3,75,70,14000,600,600,850
1,2,1,36,31,1,1,4,35,0,0,0,525,800
1,7,2,60,33,2,1,3,75,138,4000,0,1400,2035
1,10,2,60,41,2,1,1,75,187,2500,0,1150,1250
1,21,6,60,45,3,1,1,45,110,0,0,650,1584
2,2,1,18,38,2,1,2,90,148,0,0,300,400
1,0,2,36,41,2,1,1,75,89,5500,0,1000,1670
1,12,1,60,36,2,1,1,56,106,0,0,1200,1823
2,3,5,48,26,2,1,3,35,0,3500,0,150,816
2,11,2,48,34,2,2,1,90,198,4500,0,1650,2165
2,2,2,60,53,2,1,4,60,40,5000,0,850,884
1,22,2,12,45,2,1,1,60,100,3000,0,400,1531
1,7,2,48,37,2,1,1,75,145,6000,0,1250,1650
2,2,2,60,29,2,2,1,60,80,4000,0,1000,1248
1,20,2,48,45,2,1,3,90,0,30000,0,1100,2500
1,7,2,36,33,2,1,1,45,208,4000,0,500,1288
2,14,1,36,43,2,2,1,96,212,0,0,600,750
1,7,2,18,40,2,2,1,75,169,4000,400,400,1717
1,8,3,48,22,2,1,1,45,120,2500,1200,880,882
1,21,1,36,42,4,2,1,53,180,0,0,850,950
2,1,1,48,41,2,1,2,89,136,0,0,1070,1378
1,1,2,12,28,2,1,2,45,130,18000,2500,400,2575
1,14,2,60,35,2,1,1,75,205,5000,0,1350,1442
1,2,6,36,26,2,1,1,35,148,4000,0,700,1300
1,3,5,60,25,1,1,1,35,174,0,0,1000,1252
1,14,2,60,54,2,1,1,60,90,5000,0,800,1517
1,3,3,36,26,2,1,3,60,68,5000,90,900,1501
2,0,6,36,22,1,1,1,35,0,0,0,800,800
1,10,1,48,26,1,1,1,52,169,2000,0,1000,1242
2,2,5,60,34,1,2,2,35,103,0,0,1250,1293
1,3,1,48,32,2,1,1,57,121,0,0,1200,1952
2,10,1,36,40,2,1,1,115,100,0,0,375,375
1,1,2,42,35,2,1,1,75,54,6000,0,1000,1900
1,22,1,60,47,2,1,1,56,114,0,0,1000,1163
1,11,2,60,26,2,1,1,45,81,4000,1800,1000,1206
2,1,2,24,51,2,2,3,180,99999999,65000,0,1500,1753
1,0,5,48,31,1,1,2,35,65,2500,0,1000,1560
1,17,2,36,43,2,1,1,60,250,9000,0,1000,1204
1,12,2,36,45,2,1,1,90,90,30000,0,750,1374
1,10,1,48,33,2,1,1,100,103,0,0,950,1541
1,10,1,36,31,2,1,1,61,164,5000,0,1000,1440
1,0,5,24,29,1,1,4,35,0,0,0,600,1243
2,1,6,48,28,2,2,1,60,129,0,0,1300,1608
1,4,1,60,25,1,1,1,50,150,0,0,1500,2600
1,1,5,30,22,1,1,1,35,80,4000,0,600,850
1,11,2,60,33,3,1,1,45,90,8000,0,850,1105
1,5,6,60,31,2,1,1,75,95,2000,0,1100,1388
2,7,5,60,24,1,1,1,35,92,0,0,1618,1618
1,0,2,18,39,2,1,1,75,47,3500,0,350,1236
1,17,2,36,42,2,1,1,45,115,4000,0,700,1631
1,1,2,60,49,2,1,2,60,115,4000,0,1870,2622
1,20,2,60,49,2,1,1,60,130,4000,0,1100,1738
1,22,3,60,36,2,1,1,75,190,3500,0,1300,1579
1,6,2,48,34,2,1,3,90,0,4500,0,1100,1192
2,4,5,36,22,1,1,1,35,58,1000,0,400,525
1,0,2,36,65,2,1,4,45,75,5000,0,400,935
1,7,2,24,39,2,1,1,75,260,10000,0,400,1100
1,24,2,24,47,2,1,1,75,136,4000,0,435,935
1,18,5,60,32,2,1,1,75,152,5000,0,1400,1640
1,0,5,60,25,2,1,4,45,209,2000,0,900,1436
1,20,2,60,41,2,1,1,75,186,8000,50,900,1700
2,3,5,60,41,1,2,1,35,90,0,0,949,949
2,0,2,60,23,2,1,1,45,120,4000,1000,1200,1476
1,2,2,60,29,2,1,1,60,110,2000,0,1020,1648
2,0,2,60,39,2,2,3,45,80,6000,0,1100,1131
1,7,2,48,42,2,1,1,60,132,8000,720,1000,1350
1,3,2,24,27,2,1,1,45,245,14000,0,500,2070
1,10,2,48,34,2,1,3,75,200,19000,0,750,1590
1,3,5,24,29,1,1,1,35,66,0,0,300,525
2,9,2,36,43,2,2,3,75,0,12000,0,1700,1730
1,30,2,48,60,2,1,3,60,6,16000,0,1200,1636
1,3,2,18,24,2,1,2,45,185,3500,0,600,925
1,30,6,60,46,2,1,1,60,144,99999999,0,1350,1478
2,15,2,48,50,2,1,1,60,99999999,5000,0,1800,2417
1,10,1,48,28,2,1,1,56,108,0,0,1100,1684
1,1,1,24,24,2,1,2,50,50,0,0,350,400
1,4,5,60,23,1,1,1,35,80,10000,0,1000,1559
1,7,2,12,51,2,1,3,75,120,5000,0,250,375
1,6,5,36,29,2,1,1,105,168,14000,0,650,679
1,14,2,60,41,2,1,1,75,183,4000,1100,1500,2730
1,1,5,60,24,1,1,1,35,90,0,0,800,994
1,25,2,48,51,2,1,1,75,156,3000,0,700,1172
1,8,2,36,31,4,1,1,35,102,3000,0,1000,1364
2,5,2,60,26,1,2,3,35,142,5500,3800,950,977
1,8,2,54,31,2,1,1,75,280,14000,7000,850,1050
1,20,2,60,54,2,1,1,60,195,15000,0,900,1430
2,2,1,36,23,1,1,1,43,79,0,0,900,1000
1,18,3,36,45,2,1,1,45,220,20000,0,800,1600
1,10,2,36,39,2,1,1,90,122,3000,0,500,1472
2,2,5,36,39,2,2,1,60,87,0,0,2000,2300
1,20,5,48,37,1,1,1,35,114,0,0,1200,2472
2,20,1,48,45,1,1,3,35,0,0,0,900,1300
1,7,3,60,24,1,1,1,35,187,4000,2400,1400,1480
2,0,0,48,23,2,1,2,45,26,99999999,99999999,1350,1562
2,3,2,60,39,2,1,3,75,491,90000,0,4000,6700
1,22,2,36,45,2,1,1,75,250,10000,0,500,1026
1,10,1,60,38,2,2,1,110,204,0,0,1500,1531
1,20,1,24,40,2,1,1,77,165,0,0,500,1532
1,20,2,36,36,2,2,1,75,130,3500,0,1500,2000
1,2,5,24,26,1,1,1,35,79,0,0,590,894
1,22,1,36,51,1,2,3,35,0,0,0,350,950
1,7,2,60,34,4,1,1,35,96,8000,0,850,1213
1,5,2,60,39,2,1,3,75,85,4000,0,1200,1463
2,2,1,48,37,4,2,3,35,0,0,0,2000,3900
2,13,1,60,50,1,1,1,42,66,0,0,800,865
1,17,6,60,46,2,1,1,75,155,0,0,2000,2086
1,8,2,24,46,2,1,3,75,0,15000,0,1000,1603
1,0,2,12,22,2,1,4,75,100,50000,8000,900,2327
2,0,5,36,35,2,1,3,75,0,0,0,1450,1500
1,6,1,36,31,4,1,1,49,140,0,0,550,999
1,4,2,24,32,2,1,2,45,158,5500,0,500,1839
1,20,3,48,40,2,1,1,75,144,7000,0,500,980
1,38,1,12,66,2,1,1,79,340,0,0,700,1568
1,26,1,60,50,2,1,1,85,250,0,0,1000,1297
1,3,2,12,30,2,1,1,60,296,4500,2000,200,1338
2,5,5,48,24,1,1,2,35,139,2000,0,1000,1492
1,12,2,60,28,2,2,1,75,110,3500,1394,900,1082
2,1,5,24,23,1,1,2,35,70,0,0,500,640
1,4,2,60,41,2,1,1,45,87,6500,0,1100,1670
2,13,3,60,38,2,1,1,90,108,1500,30,1400,1410
1,1,5,36,21,2,1,1,45,90,2000,0,1200,1350
1,5,5,60,21,1,1,1,45,56,0,0,1400,2067
1,10,1,36,46,2,1,1,114,235,0,0,500,1531
2,1,5,60,36,2,1,2,60,60,0,0,1400,1612
1,3,1,36,20,1,1,2,58,225,0,0,1500,2050
2,5,1,60,40,2,2,3,54,89,0,0,1200,1457
2,2,3,36,32,2,1,1,75,80,2500,0,1300,1813
2,19,1,60,37,4,2,1,41,63,0,0,2700,2957
1,1,2,60,52,2,1,1,60,250,3000,0,1550,1850
1,5,3,24,32,4,1,3,35,143,8000,0,600,1350
1,7,1,60,30,2,1,1,42,73,0,0,950,1169
1,25,1,60,48,2,1,1,103,126,3500,0,1450,1575
1,11,2,36,32,2,1,1,60,101,12000,2400,965,1265
2,27,2,60,58,2,1,3,60,60,15000,0,1450,1657
1,19,2,60,56,2,1,1,45,169,7000,0,1400,1714
2,2,1,48,48,2,2,4,109,193,0,0,1140,1143
1,5,1,24,41,4,1,1,44,90,0,0,550,1319
1,10,5,24,40,2,1,2,60,116,2000,0,480,620
2,1,5,48,21,1,1,2,35,60,0,0,1350,1601
1,6,5,48,24,1,1,1,35,107,6500,1172,1000,1200
1,22,2,18,57,2,2,1,45,150,6000,0,500,1727
2,0,1,48,54,2,1,3,135,0,0,0,2000,2476
2,6,5,36,31,1,2,3,35,319,0,0,1200,1730
1,3,6,36,40,2,1,1,60,90,99999999,0,400,1661
1,2,2,12,32,2,1,3,45,122,5000,500,350,625
1,1,5,60,30,2,1,3,60,93,0,0,1600,1647
1,18,2,36,42,2,1,1,75,121,2000,150,900,1633
1,2,5,24,23,1,1,2,35,93,2500,0,230,670
1,17,1,48,36,2,1,1,61,162,0,0,1000,1641
2,0,1,48,42,2,1,2,75,0,0,0,1300,1400
1,2,5,36,24,2,2,3,45,0,0,0,1000,2223
1,9,2,60,53,2,1,3,60,51,8000,3000,1450,1970
1,11,1,60,29,2,1,1,74,135,0,0,1000,1097
2,3,2,48,53,2,1,4,75,60,99999999,99999999,1500,1637
1,2,5,60,23,1,1,1,35,106,0,0,820,1097
1,32,5,42,53,2,1,3,60,160,0,0,200,829
2,8,5,60,28,1,2,1,35,76,0,0,1300,1550
2,1,2,60,40,2,1,1,45,0,3000,180,1700,1777
1,24,6,60,40,2,1,1,45,115,0,0,1250,1461
2,1,5,30,23,1,1,3,35,60,0,0,800,1452
1,15,1,48,55,3,1,1,62,173,0,0,1100,1467
1,24,2,48,48,2,1,1,75,90,3000,0,400,975
2,5,1,36,48,2,1,3,97,365,0,0,1300,1736
2,1,6,36,44,2,2,1,60,154,2500,0,2000,2500
2,0,5,36,29,4,1,3,35,0,0,0,650,975
2,4,1,60,46,2,1,3,70,100,0,0,2400,2500
1,0,5,36,23,1,1,1,35,70,0,0,900,1210
1,2,6,48,29,1,1,1,35,75,0,0,650,824
1,25,2,60,63,2,2,3,60,60,47500,3360,1000,1162
1,17,1,24,40,2,2,1,58,128,0,0,700,982
1,14,5,48,37,2,2,1,60,120,0,0,1000,1189
2,0,6,60,23,1,1,1,35,0,0,0,700,969
1,15,2,36,49,2,1,1,75,113,8000,0,1050,1055
2,16,1,60,40,2,1,3,82,71,0,0,2000,2250
1,16,2,36,40,2,2,1,90,120,6000,0,900,1150
1,1,5,36,23,1,1,1,35,55,5000,0,775,925
1,15,2,36,42,1,1,1,35,90,5000,3000,1000,1243
1,5,2,60,35,2,1,3,45,0,99999999,0,700,768
1,5,1,48,28,2,2,1,60,154,3000,0,825,1661
2,0,2,48,39,2,1,3,60,16,3000,0,850,1053
1,1,2,36,36,2,1,3,75,416,8000,0,3875,5175
1,13,5,48,28,2,1,1,90,105,0,0,1200,1590
1,10,1,36,38,2,1,1,66,210,0,0,500,1171
1,2,2,60,33,2,1,1,35,146,8000,2000,1000,1844
1,2,5,60,30,4,1,3,35,150,0,0,1500,1671
2,0,2,36,36,2,1,4,45,105,5000,3000,1000,1620
1,13,2,60,28,2,1,1,45,148,3500,144,1350,1496
1,0,3,48,56,2,1,4,35,84,4500,50,700,940
1,8,1,48,39,2,1,3,66,60,0,0,700,1580
1,4,2,36,54,2,1,3,35,80,25000,0,1400,1490
1,15,5,60,35,1,1,1,45,226,6000,2200,1350,1609
1,1,2,48,29,2,1,1,45,130,4000,0,1000,1777
2,20,1,60,47,2,1,1,85,100,8000,0,1250,1250
1,2,2,60,35,2,1,4,60,175,2500,0,1250,1412
2,0,6,60,32,1,1,2,35,0,0,0,600,1690
1,0,1,60,35,1,1,1,51,163,0,0,1000,1353
1,15,6,36,30,2,1,1,45,131,0,0,250,1341
1,24,2,48,39,2,1,1,75,125,6000,200,1000,1409
1,15,2,48,57,2,1,3,35,212,65000,0,1300,1852
2,1,1,24,32,1,1,3,35,0,0,0,290,490
1,17,1,30,45,2,1,1,55,104,0,0,550,575
2,1,1,24,24,1,1,2,42,65,0,0,750,1192
2,2,5,60,23,1,2,2,35,75,0,0,1100,1139
1,0,5,60,24,1,1,1,35,126,1500,0,900,1092
1,0,5,18,20,2,1,1,35,91,0,0,600,750
1,14,1,36,49,2,1,1,70,103,0,0,500,1017
1,2,5,60,24,1,1,1,35,100,0,0,1600,1601
1,7,1,60,40,2,2,3,76,164,3000,0,800,1032
1,6,2,60,31,2,1,1,45,131,4000,1600,600,1661
1,2,6,18,25,2,2,3,60,0,0,0,850,1400
1,0,6,48,39,2,1,1,60,85,0,0,1450,1594
2,2,3,60,22,2,1,2,35,60,2800,0,1300,1422
2,0,2,36,30,4,1,3,60,48,7000,0,300,365
1,0,5,60,21,1,1,2,45,312,10000,0,1033,1175
1,0,5,24,22,1,1,2,35,80,0,0,650,1356
2,0,1,18,28,2,2,1,68,83,0,0,200,300
1,8,2,24,32,2,1,1,60,77,4000,0,350,865
1,2,5,24,23,1,1,3,35,63,20000,0,600,2143
1,0,5,24,36,2,1,4,90,31,0,0,625,725
2,2,1,60,20,1,1,1,46,108,0,0,1200,1300
1,4,2,60,25,2,1,1,45,68,4500,1379,725,1460
1,5,5,30,24,2,1,1,35,120,0,0,700,1804
1,8,2,36,35,2,2,1,45,213,6000,0,1700,2450
1,10,5,48,58,2,1,4,35,450,2500,0,1200,1505
1,5,2,60,32,2,1,1,45,145,13000,0,1500,1850
2,15,2,36,56,2,2,3,35,90,16000,0,800,1300
1,2,1,60,53,3,1,1,46,114,0,0,1050,1348
1,2,5,60,26,1,1,1,35,104,10000,0,1400,1490
1,20,2,60,40,2,1,1,45,240,8000,0,900,950
1,1,2,36,48,2,1,4,45,45,32000,0,1500,2700
1,10,5,60,28,1,1,1,35,70,3500,0,1300,1743
1,0,2,60,34,2,1,1,60,85,4000,0,1100,1628
1,11,2,60,28,2,1,1,35,82,1500,0,1090,1491
2,2,1,24,30,2,1,2,53,80,0,0,500,975
2,20,2,48,47,2,1,3,45,66,99999999,0,1200,1668
2,0,3,60,43,2,1,2,90,82,4000,0,600,790
1,3,2,60,41,2,1,1,75,99,16000,500,1000,3300
1,28,2,48,54,2,1,3,75,46,15000,0,900,1300
1,23,6,54,38,4,1,1,60,178,0,0,740,989
1,4,1,60,30,2,1,1,60,147,5500,2000,1700,1719
1,11,2,48,41,2,2,3,45,280,4000,1300,1000,1350
1,12,2,60,45,2,1,3,35,75,4000,0,1000,1100
1,6,2,6,29,2,1,1,45,190,5000,0,200,2179
2,0,2,6,33,1,2,2,45,240,4500,0,675,1146
1,1,5,48,25,1,1,3,35,280,6000,0,1100,1650
2,8,6,60,41,2,1,3,45,62,0,0,1800,2101
1,12,2,48,35,2,1,1,60,90,4500,0,900,1097
1,17,5,36,33,4,2,1,35,96,0,0,475,475
1,17,1,60,44,2,1,1,51,159,0,0,1100,1668
1,1,2,48,42,2,1,1,75,155,8000,0,600,1680
1,19,1,60,42,1,1,1,43,78,0,0,730,1070
2,0,1,24,42,2,2,1,103,283,0,0,1897,2517
1,10,2,54,41,2,1,1,45,130,4500,0,1700,1957
1,16,6,42,49,2,2,1,45,80,0,0,700,950
1,0,1,36,42,1,2,2,48,129,0,0,525,525
1,5,2,60,49,2,1,1,35,122,5000,0,1500,1740
1,10,2,30,32,2,1,3,60,65,3000,0,600,1200
1,7,5,36,24,1,1,1,35,127,0,0,300,2612
1,3,6,48,28,2,1,1,35,125,1500,0,1500,1689
1,0,2,36,42,2,1,3,60,260,3000,250,1100,1288
1,10,1,60,42,2,1,1,76,158,5000,0,1000,1000
1,32,2,36,49,2,1,1,75,163,4000,0,400,700
2,14,2,48,29,2,1,1,75,131,4000,0,980,2981
1,20,1,60,38,2,1,1,74,140,0,0,1500,1600
1,26,2,60,41,2,1,1,45,132,0,0,1100,1472
1,10,3,60,46,2,1,1,75,66,5500,1700,1250,1525
1,6,2,60,33,2,1,2,60,140,6000,0,1150,1715
1,2,2,60,23,1,1,1,35,150,3000,0,2000,4904
1,24,2,48,39,2,1,1,75,110,3000,0,1150,1379
2,2,3,48,27,2,1,4,75,59,2500,2200,1200,1530
1,3,3,36,37,2,1,3,45,0,4500,0,900,1596
1,1,5,48,23,1,1,1,35,139,0,0,650,650
1,2,5,36,22,1,1,2,35,100,25000,0,1400,1850
1,16,1,60,35,1,1,1,49,135,0,0,1300,1310
1,5,2,48,46,2,1,1,90,137,2000,0,1100,1487
1,1,1,60,40,2,1,1,57,120,0,0,1500,1737
1,0,1,48,52,2,1,3,35,0,5000,0,800,1794
1,7,2,36,41,2,1,1,75,87,4500,0,2000,2104
1,23,1,48,57,1,2,1,49,142,0,0,1300,1450
1,2,5,60,35,1,1,4,35,65,0,0,1100,1324
1,10,2,6,46,2,1,3,45,464,10000,0,1100,2235
2,5,1,60,42,2,2,3,113,83,0,0,1530,1530
2,0,6,60,38,2,2,1,45,0,0,0,1500,1700
1,0,2,48,25,1,1,1,35,126,2800,0,1170,1372
2,0,5,24,20,1,1,2,35,66,0,0,550,550
1,2,1,48,24,1,1,1,44,90,0,0,1200,1450
1,10,6,60,57,2,1,1,60,84,9000,0,1400,1423
1,4,6,60,37,2,2,3,60,61,0,0,1420,1450
1,4,5,60,27,2,1,3,35,0,0,0,1050,1214
2,2,2,60,31,2,1,1,45,55,4000,800,700,1250
1,43,6,24,60,2,1,1,60,185,0,0,319,1669
1,8,5,48,34,1,1,1,35,85,0,0,1000,1383
1,9,2,48,26,2,1,1,35,101,5000,0,500,1997
1,8,3,48,25,1,1,1,45,180,1500,0,1100,1200
1,30,6,48,50,2,1,1,45,220,0,0,600,900
2,2,2,48,41,2,1,1,60,142,4000,0,2000,2465
1,5,5,24,32,2,1,1,35,91,0,0,450,530
2,2,1,60,62,2,2,4,41,57,8000,0,1200,1500
1,1,2,48,27,1,2,1,45,62,5000,0,1500,1788
2,10,2,48,54,2,1,3,35,27,5000,0,1050,1054
2,4,6,36,54,2,1,3,60,0,0,0,250,350
1,22,6,24,36,2,1,1,45,176,0,0,700,1428
1,7,2,60,55,2,1,1,45,124,5000,0,800,982
2,1,5,60,19,1,1,1,45,128,9500,2800,1300,1540
2,7,2,60,31,2,1,1,60,92,3500,991,1050,1158
1,7,6,48,55,2,1,1,75,100,6000,0,1200,1700
1,21,2,36,37,2,1,1,75,300,7000,3500,1100,1876
1,8,2,24,51,2,1,1,45,167,8000,0,250,400
1,25,2,60,51,2,1,1,60,222,7000,0,1300,1400
2,1,5,48,22,1,1,3,35,0,10000,0,650,722
1,0,1,60,57,2,1,4,43,80,0,0,1200,1515
2,5,1,48,48,2,2,3,65,50,0,0,1200,1487
1,13,5,60,28,2,1,1,35,138,0,0,1080,1192
1,2,1,36,54,2,1,1,54,187,0,0,1200,2050
2,1,2,60,53,2,1,3,35,140,8000,0,1600,2222
1,7,5,60,25,1,1,1,35,58,28000,0,1100,1338
1,18,6,36,42,1,1,1,35,83,0,0,700,1380
2,1,1,36,40,4,1,4,79,38,0,0,400,400
1,6,2,48,35,2,1,3,60,0,3500,350,1300,1588
2,2,2,60,42,3,1,4,45,35,6000,0,650,865
1,12,2,48,31,2,1,1,60,84,5000,0,700,1702
1,7,5,60,30,1,1,1,35,95,0,0,900,1158
1,18,2,36,41,2,1,1,45,104,12000,800,900,1607
1,6,2,36,58,2,1,1,60,390,45000,0,1000,2318
1,10,2,60,50,2,1,1,75,209,13500,0,1450,1786
1,7,3,48,27,2,1,1,60,71,800,0,800,1505
1,1,5,36,33,2,1,1,35,200,0,0,600,1580
2,1,2,60,47,4,1,1,35,48,5000,0,1200,1445
2,0,5,60,38,4,2,3,45,99999999,0,0,700,1738
1,7,2,24,41,2,1,3,45,0,6000,0,1200,2676
2,16,2,36,30,2,1,1,45,82,4500,0,800,975
1,10,2,36,49,2,1,3,45,126,5000,0,800,1150
1,11,2,48,53,2,1,1,45,111,5000,0,1300,1763
1,20,2,48,44,2,1,1,45,87,3000,0,800,1694
1,1,1,6,34,2,1,3,99,535,0,0,500,1196
1,8,1,36,51,2,2,3,60,0,0,0,400,600
2,1,2,60,36,2,2,3,45,0,4000,2000,1500,1743
1,13,6,48,40,2,2,3,75,270,0,0,2300,2750
2,8,5,36,27,1,1,2,35,53,0,0,225,350
2,1,2,36,38,2,1,3,90,49,7000,300,1200,1619
1,13,6,60,40,2,1,1,60,140,0,0,700,1465
1,2,5,60,24,1,1,1,35,67,0,0,316,1080
1,6,2,48,37,2,1,3,45,189,15750,3000,2300,2936
1,0,1,60,30,2,1,1,43,80,0,0,1000,1056
1,8,1,48,44,2,1,1,62,170,0,0,1000,1387
1,8,3,36,31,2,1,1,60,110,2000,360,400,450
1,4,6,60,27,2,1,1,35,98,5000,0,1200,1609
2,7,5,24,31,2,1,3,35,67,0,0,200,2000
1,3,2,12,28,2,1,1,35,120,8000,0,1000,2997
1,8,2,36,38,2,1,1,45,150,23000,0,2800,4400
1,1,5,36,25,1,1,1,35,62,0,0,750,1366
1,17,2,48,51,2,1,3,35,100,16000,0,1100,1358
1,3,2,60,36,2,1,1,45,160,6500,0,1500,2038
1,13,2,48,37,2,1,1,60,205,5000,0,600,1243
2,9,1,60,37,1,1,1,47,115,0,0,1600,1800
2,0,6,48,45,2,2,1,45,0,0,0,1000,1135
2,0,6,60,51,2,1,3,60,0,0,0,1300,1321
2,15,2,24,34,2,1,3,35,0,99999999,99999999,1300,2099
1,15,2,12,39,2,1,3,60,110,4000,0,700,1100
1,1,2,60,49,2,1,1,105,531,47000,0,1400,1601
1,5,3,60,24,1,1,1,35,145,4000,0,1000,1346
1,5,1,48,36,2,2,3,72,120,100000,0,775,950
1,0,2,24,33,2,1,2,35,100,8000,0,500,2700
1,12,2,60,39,2,1,1,45,167,6000,0,1435,1875
1,14,2,12,41,2,1,3,60,245,7000,0,500,1253
1,23,2,36,59,2,1,1,35,100,7000,0,850,1334
1,8,2,48,46,2,1,3,75,190,7000,0,800,847
1,3,2,60,32,2,1,1,35,125,9000,2300,1350,1550
1,15,2,60,33,2,1,1,45,90,3000,0,1200,1323
1,4,2,60,34,2,1,1,45,205,11000,3700,1300,2060
2,3,6,24,28,1,1,1,35,51,0,0,800,1750
1,31,2,48,56,2,1,1,35,144,3000,0,850,928
2,5,1,36,40,2,2,3,35,0,0,0,1800,2800
2,11,2,60,45,2,2,1,105,235,2000,670,1400,2079
1,8,2,36,46,2,1,1,35,160,6000,600,600,1100
1,11,1,60,54,2,1,1,54,90,0,0,1000,1303
1,21,6,60,43,1,1,1,35,115,0,0,1000,1338
1,1,2,48,53,2,1,3,35,213,20000,0,1250,2040
2,0,2,60,43,2,2,1,60,85,4000,0,1500,1813
1,4,3,36,51,2,1,4,45,192,4000,108,575,1075
2,30,2,60,61,2,2,3,35,0,60000,0,950,1015
1,14,2,60,34,1,1,1,35,90,5000,0,1000,1349
1,3,5,36,26,2,1,3,35,61,18000,0,800,1000
1,3,5,18,21,1,2,1,35,75,0,0,500,1364
1,2,5,60,41,2,2,1,35,80,0,0,1000,1500
1,10,2,60,28,2,1,3,45,0,4000,0,1200,1214
2,3,1,36,23,2,1,1,53,178,0,0,1600,2000
2,0,1,6,37,4,2,3,35,0,0,0,760,768
1,10,2,60,27,2,1,3,35,180,8000,3530,1700,1847
1,26,2,60,56,2,1,1,35,120,3500,0,1400,1477
2,1,2,60,40,2,1,3,35,349,6000,4000,1300,1511
2,12,6,60,36,2,2,1,60,99,0,0,750,790
1,15,1,48,46,2,1,1,57,122,0,0,1350,1500
1,17,2,6,42,2,1,1,90,111,10000,0,1000,2626
