model_year,origin,fuel_type,drivetrain,num_doors,engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,fuel_efficiency_mpg
2020,Europe,Gasoline,Front-wheel drive,5,2390,6,263,4370,19.7,32.8
2009,Europe,Gasoline,Rear-wheel drive,3,2480,6,268,4660,17.5,28.1
1980,USA,Gasoline,All-wheel drive,4,2220,7,,4410,19.9,29.4
1992,USA,Gasoline,Front-wheel drive,2,2560,6,276,4520,18.9,25.6
2023,USA,Gasoline,All-wheel drive,4,2100,6,239,4360,18.7,31.8
1978,USA,Gasoline,Front-wheel drive,3,2130,6,249,4010,17.9,30.7
1997,Asia,Gasoline,Front-wheel drive,3,2390,6,256,4100,18.1,31.0
2012,USA,Gasoline,Front-wheel drive,2,2480,6,275,4090,17.9,29.7
1987,Europe,Gasoline,Front-wheel drive,3,2160,6,239,4050,18.5,31.3
2015,USA,Gasoline,Front-wheel drive,5,2490,7,,4300,18.4,29.1
1981,Asia,Gasoline,All-wheel drive,5,2280,6,238,4520,21.0,26.2
2011,USA,Gasoline,All-wheel drive,3,2280,6,245,4580,20.8,28.6
1995,Europe,Diesel,Front-wheel drive,4,2460,6,271,4240,18.6,29.4
1993,USA,Gasoline,Front-wheel drive,3,2050,6,241,3730,20.1,32.8
2012,Europe,Gasoline,Rear-wheel drive,2,2080,6,216,4080,19.6,31.9
2016,Asia,Gasoline,Rear-wheel drive,4,2000,5,216,3990,16.8,33.5
1996,Asia,Gasoline,Rear-wheel drive,2,1920,6,231,3990,20.2,32.8
1976,USA,Gasoline,All-wheel drive,4,2410,7,280,4840,19.3,21.7
1994,Asia,Hybrid,Front-wheel drive,5,1690,5,200,3580,18.3,37.3
2009,USA,Gasoline,Rear-wheel drive,3,2340,5,247,4520,19.6,29.1
1989,Asia,Gasoline,Front-wheel drive,2,2040,5,188,3900,20.9,31.5
1992,Europe,Hybrid,Rear-wheel drive,3,2470,6,256,4110,19.4,32.2
1990,USA,Diesel,All-wheel drive,4,2060,6,260,4430,20.2,30.0
1982,USA,Gasoline,Front-wheel drive,4,2430,6,273,4410,18.0,26.1
2014,Asia,Gasoline,Rear-wheel drive,3,2320,6,244,4130,17.5,29.2
2013,USA,Gasoline,Front-wheel drive,3,2050,6,229,4270,17.3,30.9
2010,USA,Gasoline,Front-wheel drive,3,2220,6,254,4140,18.8,30.6
2009,USA,Diesel,All-wheel drive,4,2210,6,263,4940,18.8,29.7
1976,USA,Gasoline,Rear-wheel drive,3,2090,6,,4280,16.9,28.1
1996,USA,Gasoline,Rear-wheel drive,4,2240,6,266,4360,20.1,26.9
2019,USA,Gasoline,All-wheel drive,3,2080,6,254,4380,20.6,29.5
1980,Europe,Hybrid,All-wheel drive,5,2120,6,,4320,21.1,29.0
1975,Europe,Gasoline,Rear-wheel drive,5,2280,6,237,4340,18.9,25.3
2022,Europe,Diesel,Front-wheel drive,4,1880,5,228,3820,19.5,38.2
2021,Europe,Gasoline,Rear-wheel drive,4,2280,6,228,4310,19.6,32.1
2002,USA,Gasoline,Front-wheel drive,4,2100,6,252,3990,18.0,29.2
2000,USA,Diesel,Front-wheel drive,3,2030,5,239,3850,18.7,31.0
2008,Europe,Gasoline,All-wheel drive,2,2050,5,230,4200,18.1,29.9
1981,Asia,Gasoline,Rear-wheel drive,4,2460,6,267,4580,19.6,25.4
1984,USA,Diesel,Front-wheel drive,3,2600,7,307,4700,19.5,28.3
2004,USA,Gasoline,Front-wheel drive,3,2280,6,255,4400,17.2,31.6
2018,Europe,Diesel,Front-wheel drive,4,2170,6,260,3910,18.9,36.2
2013,USA,Diesel,Front-wheel drive,3,2550,7,297,4550,18.0,33.0
1990,Europe,Gasoline,Front-wheel drive,2,2380,7,270,4770,17.8,26.3
1998,Europe,Gasoline,Front-wheel drive,3,2410,6,274,4220,18.6,30.7
2022,Asia,Gasoline,Front-wheel drive,4,1980,5,233,4060,18.9,32.9
1983,Asia,Gasoline,Front-wheel drive,3,3020,8,334,5200,19.6,25.1
1986,Asia,Gasoline,Front-wheel drive,5,2240,6,251,4540,20.6,31.6
1994,USA,Gasoline,Rear-wheel drive,4,2360,7,259,4450,19.6,23.0
1985,Asia,Gasoline,Rear-wheel drive,3,2310,6,,4300,19.5,26.5
2011,Asia,Gasoline,Front-wheel drive,2,2030,6,206,3910,18.6,34.3
1991,Europe,Gasoline,All-wheel drive,3,2190,6,248,4320,20.1,27.2
2005,Europe,Gasoline,Rear-wheel drive,4,2020,5,219,3870,18.7,30.0
1981,Asia,Gasoline,Front-wheel drive,5,2110,6,,3930,20.7,32.6
2011,USA,Diesel,Front-wheel drive,2,2400,6,268,4490,19.6,32.4
1992,USA,Gasoline,Front-wheel drive,2,1990,6,239,4110,20.2,26.6
1980,Europe,Gasoline,Front-wheel drive,4,2120,6,232,4020,20.5,26.4
2009,Asia,Hybrid,Front-wheel drive,5,2440,6,233,4390,19.9,33.9
2023,Asia,Gasoline,Front-wheel drive,2,2090,5,226,3690,18.5,35.4
2018,USA,Gasoline,Front-wheel drive,4,2320,6,254,4460,20.2,30.9
1994,Asia,Gasoline,All-wheel drive,3,2180,6,233,4550,18.2,33.7
1984,Asia,Gasoline,Front-wheel drive,3,2430,7,,4340,17.7,27.9
1997,Europe,Gasoline,Rear-wheel drive,3,2650,7,,4700,19.0,26.5
2012,Europe,Gasoline,Front-wheel drive,3,2130,6,232,3900,18.5,34.5
2000,Europe,Gasoline,Rear-wheel drive,4,2310,6,237,4390,20.7,27.6
2003,Asia,Gasoline,Front-wheel drive,4,2430,6,266,4160,18.9,33.6
2022,Europe,Gasoline,Front-wheel drive,5,2460,6,278,4450,18.4,30.4
2018,USA,Gasoline,Front-wheel drive,4,1940,5,202,3730,18.9,33.3
1996,Europe,Gasoline,Front-wheel drive,4,2150,6,214,4080,18.9,31.0
1978,Europe,Diesel,Front-wheel drive,4,2280,6,249,4350,21.2,29.9
1983,Asia,Gasoline,Front-wheel drive,3,2190,6,234,4040,15.9,29.8
1997,Asia,Diesel,All-wheel drive,4,2560,7,308,4740,18.9,30.0
2019,USA,Gasoline,Front-wheel drive,3,2140,6,269,4180,18.1,30.1
2009,USA,Diesel,Rear-wheel drive,4,2160,6,269,4590,19.6,30.9
1981,USA,Gasoline,Rear-wheel drive,3,2390,6,254,4700,21.3,28.1
1984,Europe,Diesel,Front-wheel drive,2,2280,6,247,3890,19.5,30.7
1976,Asia,Gasoline,All-wheel drive,5,2670,7,,4900,19.5,21.3
1986,USA,Gasoline,Front-wheel drive,3,2330,6,251,4260,18.0,26.7
2020,Europe,Diesel,Front-wheel drive,4,1970,6,252,3840,18.8,35.8
2010,Asia,Gasoline,Front-wheel drive,4,2210,6,235,4200,17.5,32.2
2006,USA,Gasoline,All-wheel drive,5,2330,6,280,4570,20.0,29.8
1992,Asia,Gasoline,All-wheel drive,3,2250,6,253,4120,17.2,29.5
2022,Asia,Gasoline,Front-wheel drive,4,2400,6,250,4390,18.4,31.8
1986,Europe,Gasoline,All-wheel drive,2,2480,7,273,4840,20.6,25.3
1982,Asia,Gasoline,Front-wheel drive,3,2200,6,248,4060,18.6,29.7
2014,USA,Gasoline,All-wheel drive,3,2430,6,258,4610,17.8,31.3
1996,USA,Gasoline,Front-wheel drive,2,2300,6,268,4170,20.3,29.4
2005,USA,Diesel,Front-wheel drive,5,2220,6,258,4300,18.8,30.2
1994,Europe,Gasoline,Rear-wheel drive,3,2440,6,275,4520,20.1,31.7
2017,USA,Gasoline,Front-wheel drive,3,2230,6,243,4260,18.5,31.9
1995,Asia,Gasoline,Front-wheel drive,3,2430,7,261,4630,20.1,28.4
2022,Asia,Gasoline,Front-wheel drive,4,1890,5,219,3860,19.1,30.6
1997,USA,Diesel,All-wheel drive,3,2480,7,305,4600,19.4,30.2
2001,Europe,Gasoline,Front-wheel drive,4,2280,6,265,4070,17.6,32.1
1982,USA,Gasoline,Front-wheel drive,3,2510,6,280,4560,18.0,25.8
1992,USA,Gasoline,Rear-wheel drive,3,2390,7,281,4610,18.7,27.4
2011,USA,Diesel,Rear-wheel drive,4,2290,6,255,4510,19.9,28.1
2016,USA,Diesel,Rear-wheel drive,5,2340,6,247,4720,20.8,31.9
2012,USA,Hybrid,Rear-wheel drive,5,2490,7,289,4700,21.2,33.2
2001,Europe,Gasoline,Rear-wheel drive,3,2190,6,239,4120,17.5,31.4
2013,USA,Gasoline,Front-wheel drive,3,1940,5,226,3900,19.3,28.6
1975,Asia,Gasoline,All-wheel drive,2,1880,5,,4080,18.7,28.2
2021,USA,Gasoline,Front-wheel drive,5,1990,5,241,4130,16.9,32.1
2007,Europe,Diesel,Front-wheel drive,4,2130,6,250,4020,19.5,35.5
1982,Asia,Gasoline,Front-wheel drive,4,2220,6,228,3950,17.2,30.1
1993,Asia,Diesel,Rear-wheel drive,4,2270,6,252,4330,18.3,27.5
1977,USA,Gasoline,Front-wheel drive,5,2300,6,,4400,20.1,26.1
1980,Asia,Gasoline,Front-wheel drive,4,1910,5,200,4180,19.3,30.5
1986,USA,Gasoline,Front-wheel drive,5,2540,7,276,4640,20.4,24.7
1992,Europe,Gasoline,Front-wheel drive,2,2200,6,230,3950,19.3,28.4
1979,USA,Gasoline,All-wheel drive,4,2170,5,232,4300,17.4,26.9
2000,USA,Gasoline,All-wheel drive,3,2210,6,260,4200,16.5,28.4
2000,Asia,Gasoline,All-wheel drive,4,2160,6,231,4180,18.4,25.5
1993,USA,Hybrid,Front-wheel drive,2,2430,6,278,4360,19.9,33.3
2016,Asia,Gasoline,Front-wheel drive,3,2380,6,274,4200,16.4,31.0
1995,Europe,Gasoline,Rear-wheel drive,3,2330,7,265,4480,18.9,27.4
2010,Europe,Hybrid,Front-wheel drive,3,2270,6,248,4180,18.5,36.1
1981,Asia,Gasoline,All-wheel drive,3,2120,5,,4010,16.6,28.0
2004,Europe,Gasoline,Front-wheel drive,4,2170,6,265,4090,18.2,30.4
2012,Asia,Gasoline,Front-wheel drive,3,2180,6,266,4170,17.0,31.6
2007,Europe,Gasoline,Front-wheel drive,5,2440,6,269,4640,19.2,31.1
2018,USA,Gasoline,Front-wheel drive,3,2190,6,248,4080,18.8,28.1
2019,USA,Gasoline,Front-wheel drive,5,2270,6,270,4430,18.7,29.4
2014,USA,Diesel,Rear-wheel drive,2,2640,6,297,4330,19.6,30.0
1983,USA,Gasoline,Front-wheel drive,4,2480,6,282,4380,20.3,25.5
2021,Asia,Gasoline,Front-wheel drive,5,2340,7,273,4440,18.9,30.7
1999,Asia,Gasoline,Front-wheel drive,4,2210,6,231,4220,19.2,29.5
2008,Asia,Gasoline,Front-wheel drive,3,2470,6,245,4360,17.9,29.8
2023,Asia,Gasoline,All-wheel drive,3,2190,6,224,4190,19.8,32.0
1984,USA,Gasoline,Front-wheel drive,4,2010,6,249,4220,19.0,25.3
1992,USA,Gasoline,Front-wheel drive,2,2570,6,287,4460,20.6,28.7
1975,USA,Diesel,Front-wheel drive,3,2150,5,267,4170,18.1,27.2
2006,USA,Gasoline,Front-wheel drive,4,2440,6,274,4430,17.8,27.0
2008,Asia,Gasoline,All-wheel drive,2,2330,6,255,4250,19.4,27.1
1983,USA,Gasoline,Front-wheel drive,3,2580,7,301,4280,19.1,27.6
1984,USA,Gasoline,Front-wheel drive,2,2310,6,260,4010,19.7,28.9
1988,USA,Gasoline,Front-wheel drive,2,2420,6,249,4360,20.0,29.1
2019,Asia,Diesel,Front-wheel drive,5,2370,7,269,4540,18.8,35.5
2000,Asia,Diesel,All-wheel drive,5,2370,6,250,4670,18.2,31.8
1995,USA,Gasoline,Rear-wheel drive,4,2180,5,247,4270,20.1,28.8
2006,USA,Gasoline,Front-wheel drive,2,2230,6,258,3950,18.1,29.6
1998,Europe,Gasoline,Rear-wheel drive,3,2020,5,224,4030,18.8,28.7
1990,USA,Gasoline,All-wheel drive,4,2390,6,265,4790,21.1,26.5
2014,Europe,Diesel,Front-wheel drive,3,2310,6,264,4300,18.6,31.7
1995,USA,Gasoline,Front-wheel drive,2,2480,7,284,4520,17.6,27.2
1997,USA,Gasoline,All-wheel drive,3,2260,6,249,4620,21.7,27.3
1977,USA,Gasoline,Front-wheel drive,5,2300,6,,4250,20.2,24.9
1989,Europe,Gasoline,Front-wheel drive,3,2160,6,254,4030,19.2,31.3
2021,Asia,Gasoline,Rear-wheel drive,5,2250,6,256,4670,19.9,31.2
2004,USA,Gasoline,Front-wheel drive,4,2050,6,257,4020,17.3,31.2
1986,Europe,Gasoline,Rear-wheel drive,3,2740,7,296,4420,19.4,26.8
2009,Asia,Diesel,Front-wheel drive,2,2360,7,262,4000,18.3,35.6
1990,Asia,Gasoline,Rear-wheel drive,2,2410,7,250,4390,20.9,25.8
1985,USA,Gasoline,Front-wheel drive,5,2420,6,291,4360,16.8,29.5
1982,USA,Gasoline,Front-wheel drive,4,2100,5,238,4140,18.2,30.3
1993,USA,Diesel,Rear-wheel drive,4,2510,7,281,4580,18.3,29.5
2011,USA,Hybrid,Front-wheel drive,2,2330,6,266,4320,19.9,33.2
1995,Asia,Hybrid,Front-wheel drive,4,1890,5,229,3810,19.8,34.8
1980,Asia,Diesel,Rear-wheel drive,4,2320,6,288,4280,19.6,28.7
1996,USA,Gasoline,Rear-wheel drive,4,1970,6,231,4130,22.0,29.5
1990,USA,Gasoline,All-wheel drive,4,2650,7,309,5080,18.0,22.3
2011,USA,Hybrid,Front-wheel drive,4,2200,6,273,4440,19.9,33.2
2003,Europe,Gasoline,All-wheel drive,4,2220,6,225,4450,19.8,28.4
2008,Asia,Gasoline,Front-wheel drive,4,1930,5,203,3700,17.6,32.5
2016,Asia,Hybrid,Rear-wheel drive,2,2110,6,202,4140,18.7,33.6
2000,Europe,Gasoline,Rear-wheel drive,4,2260,6,239,4420,18.8,32.4
1994,Asia,Gasoline,Front-wheel drive,3,2340,6,271,3850,19.3,31.8
1985,Asia,Gasoline,Front-wheel drive,4,2270,6,246,4190,19.4,30.8
1988,Europe,Gasoline,All-wheel drive,3,1860,5,206,4020,17.9,27.6
2006,USA,Gasoline,All-wheel drive,4,2180,6,236,4370,18.8,27.6
1985,Europe,Gasoline,Front-wheel drive,3,2080,6,221,3940,18.4,26.6
2011,USA,Diesel,Front-wheel drive,2,2290,6,275,4330,19.2,26.8
1996,USA,Gasoline,Rear-wheel drive,4,2110,5,240,4100,17.8,24.1
2016,USA,Gasoline,Rear-wheel drive,3,2260,6,244,4310,20.2,29.3
2017,Asia,Gasoline,Rear-wheel drive,3,2130,6,242,4340,19.5,27.2
2002,Europe,Diesel,Rear-wheel drive,2,2100,6,245,4260,18.0,30.2
1987,Europe,Gasoline,Front-wheel drive,2,1860,5,184,3440,19.3,34.7
2004,Europe,Diesel,Front-wheel drive,4,2160,6,261,4160,19.2,32.1
2015,Europe,Hybrid,Rear-wheel drive,4,2000,6,217,3920,21.7,37.2
2019,Europe,Gasoline,Rear-wheel drive,4,2430,7,259,4450,18.8,30.4
2016,USA,Diesel,Rear-wheel drive,4,1990,5,241,4000,17.1,31.6
2003,USA,Gasoline,Front-wheel drive,4,2260,6,242,4140,17.2,29.2
1996,Europe,Gasoline,Front-wheel drive,5,2270,6,249,3930,16.1,34.2
1999,Europe,Gasoline,Rear-wheel drive,2,1920,5,228,3960,18.7,28.5
2018,USA,Gasoline,All-wheel drive,3,2380,6,278,4710,18.5,27.9
2022,USA,Gasoline,Rear-wheel drive,4,2050,6,219,4210,19.9,33.4
2006,Asia,Gasoline,All-wheel drive,5,2210,6,253,4620,19.1,27.7
1991,USA,Gasoline,Front-wheel drive,2,2320,6,259,3870,17.6,31.1
2011,USA,Diesel,Rear-wheel drive,4,2200,6,283,4510,20.0,32.7
1975,Asia,Diesel,Front-wheel drive,4,2240,6,275,4330,18.3,28.6
2022,USA,Gasoline,All-wheel drive,2,2200,6,234,4690,20.2,31.8
2000,Europe,Diesel,Front-wheel drive,3,2390,6,252,4250,17.4,33.2
1978,Europe,Gasoline,Rear-wheel drive,2,2050,5,225,4220,18.6,28.2
2022,USA,Gasoline,Rear-wheel drive,3,2240,5,240,4210,19.5,29.3
2015,USA,Gasoline,Front-wheel drive,4,2050,5,224,4130,20.0,29.4
2014,Europe,Gasoline,Front-wheel drive,4,2190,6,262,4280,17.8,29.7
2012,Europe,Gasoline,All-wheel drive,3,1990,5,252,4160,,30.6
1991,Asia,Diesel,Front-wheel drive,4,2460,6,287,4300,17.5,30.7
1983,Europe,Hybrid,Front-wheel drive,4,2380,7,249,4300,19.6,30.8
1990,Asia,Gasoline,Front-wheel drive,3,2220,6,236,3800,18.0,30.3
2001,Europe,Gasoline,Front-wheel drive,3,2500,7,295,4560,18.2,30.1
1984,USA,Gasoline,All-wheel drive,3,2420,7,274,4780,20.1,24.3
1989,USA,Diesel,Front-wheel drive,2,2430,6,281,4310,19.7,29.6
1977,USA,Diesel,Front-wheel drive,3,2580,7,304,4540,20.6,27.4
1977,Asia,Gasoline,Rear-wheel drive,4,2290,6,254,4500,19.0,28.2
2019,Asia,Hybrid,Rear-wheel drive,4,2230,6,244,4530,18.4,38.8
1994,USA,Diesel,Front-wheel drive,4,2160,6,269,4090,16.4,35.0
1982,USA,Gasoline,All-wheel drive,2,1980,6,223,4210,17.5,26.3
2018,Asia,Gasoline,Front-wheel drive,3,2370,6,265,4300,19.9,31.5
1999,Asia,Diesel,All-wheel drive,4,2150,6,250,4100,19.5,28.2
1994,Asia,Gasoline,All-wheel drive,4,2310,7,249,4720,19.5,25.1
1998,Europe,Diesel,Rear-wheel drive,4,2630,7,293,4500,17.6,30.8
1984,USA,Gasoline,Front-wheel drive,3,2050,6,248,3820,17.1,28.0
1995,USA,Diesel,Front-wheel drive,4,2260,6,270,4150,19.1,32.2
2013,USA,Diesel,Front-wheel drive,3,2550,7,310,4420,18.1,32.0
2021,Asia,Diesel,Rear-wheel drive,2,2350,7,279,4270,17.2,35.0
2014,USA,Gasoline,Front-wheel drive,3,2190,5,239,4190,17.6,30.4
2022,Europe,Gasoline,Front-wheel drive,3,2420,6,254,4160,17.4,31.3
2008,USA,Gasoline,Front-wheel drive,4,2440,6,239,4150,19.9,27.9
1994,USA,Gasoline,Front-wheel drive,4,2350,6,257,4260,20.3,28.0
2014,Asia,Gasoline,Front-wheel drive,3,2140,6,241,4040,18.2,31.8
2009,Europe,Hybrid,Rear-wheel drive,4,2330,6,258,4130,18.7,36.6
1999,Asia,Gasoline,Front-wheel drive,4,2350,6,262,4380,20.5,32.7
2018,Asia,Diesel,Front-wheel drive,5,2400,7,273,4550,19.8,33.5
2009,Europe,Diesel,All-wheel drive,2,2130,5,255,4130,17.2,32.0
2003,USA,Hybrid,All-wheel drive,5,2330,6,246,4880,16.7,34.4
2016,USA,Hybrid,Rear-wheel drive,3,2170,6,230,4370,17.7,35.3
1989,Asia,Gasoline,All-wheel drive,4,2110,6,227,4050,18.4,31.1
1976,Asia,Diesel,Rear-wheel drive,5,2360,6,247,4560,17.8,28.0
1994,Europe,Gasoline,Rear-wheel drive,4,2280,6,241,4320,,28.4
1979,Asia,Gasoline,Front-wheel drive,3,2230,6,,4040,17.7,29.1
2001,Asia,Gasoline,Rear-wheel drive,4,2620,6,254,4600,18.8,26.7
1996,USA,Gasoline,Rear-wheel drive,3,2230,6,252,4050,18.6,29.2
1976,Asia,Gasoline,Rear-wheel drive,4,2380,6,235,4360,21.1,27.7
2002,USA,Diesel,Front-wheel drive,3,2300,6,253,4180,19.9,31.5
2004,USA,Gasoline,Rear-wheel drive,3,2440,6,271,4520,16.8,29.7
1976,Europe,Diesel,Front-wheel drive,3,2080,6,238,3950,17.2,30.7
2010,Asia,Gasoline,Front-wheel drive,3,2200,6,252,3920,17.3,30.7
2022,USA,Gasoline,Rear-wheel drive,5,2260,6,259,4230,17.1,30.3
2002,USA,Gasoline,All-wheel drive,3,2340,6,244,4610,19.8,25.5
1999,USA,Gasoline,Rear-wheel drive,4,2900,7,316,5050,20.0,22.1
2019,Europe,Gasoline,All-wheel drive,4,2510,7,270,4360,18.0,32.0
1990,Europe,Gasoline,Front-wheel drive,4,2330,6,259,4060,15.9,30.6
2008,Asia,Hybrid,All-wheel drive,4,2400,6,256,4320,18.2,32.8
2014,USA,Gasoline,All-wheel drive,4,2210,6,251,4690,20.2,29.1
2022,Europe,Gasoline,All-wheel drive,3,2130,6,256,4190,19.2,33.8
2014,USA,Gasoline,Front-wheel drive,4,2180,6,254,4350,19.3,28.7
2016,USA,Gasoline,Front-wheel drive,3,2210,6,253,4240,20.5,30.7
1992,Europe,Gasoline,Front-wheel drive,3,2140,6,246,3950,19.5,26.9
2004,Europe,Gasoline,Rear-wheel drive,5,2260,6,257,4430,19.5,31.2
1988,USA,Hybrid,All-wheel drive,5,2230,5,251,4560,19.2,31.4
2005,Asia,Gasoline,Front-wheel drive,4,2410,7,315,4350,15.3,31.4
1986,Europe,Gasoline,Front-wheel drive,3,2340,7,244,4290,17.8,29.6
2012,USA,Gasoline,Front-wheel drive,4,2310,6,279,4240,16.9,31.7
1999,Europe,Gasoline,Rear-wheel drive,5,2460,6,268,4490,18.4,28.2
1978,USA,Diesel,All-wheel drive,4,1920,5,250,4280,20.3,31.7
1997,USA,Gasoline,Front-wheel drive,2,2290,6,258,4080,17.4,28.1
1978,USA,Diesel,All-wheel drive,5,2510,6,293,4830,19.0,27.6
1979,Asia,Gasoline,Front-wheel drive,2,2180,6,252,3990,18.6,26.7
1998,Europe,Diesel,Rear-wheel drive,4,2300,6,269,4390,20.6,32.8
2024,Europe,Gasoline,Rear-wheel drive,5,2770,6,286,4800,19.7,28.7
1996,USA,Gasoline,Rear-wheel drive,2,2420,6,282,4350,20.2,29.0
2017,Asia,Gasoline,Front-wheel drive,5,2260,6,248,4130,18.7,34.7
1982,USA,Gasoline,Front-wheel drive,4,2280,6,258,4560,19.8,25.6
1981,Asia,Gasoline,Rear-wheel drive,2,2000,6,,3890,18.1,29.2
2018,Asia,Gasoline,Front-wheel drive,4,1970,5,217,3950,22.4,35.1
1976,Europe,Gasoline,Front-wheel drive,3,2250,6,,4190,,29.9
1988,Europe,Gasoline,Front-wheel drive,3,2380,6,253,4610,18.9,28.3
1980,USA,Gasoline,Front-wheel drive,2,2610,7,299,4450,18.2,26.9
2021,USA,Diesel,Front-wheel drive,4,2080,5,240,4320,19.4,31.0
2004,Europe,Gasoline,Front-wheel drive,5,2250,6,236,4070,18.8,28.8
2004,Asia,Gasoline,Front-wheel drive,5,2230,6,250,4320,21.3,30.6
2018,Asia,Hybrid,All-wheel drive,3,1990,6,,4250,18.4,34.7
1995,Europe,Gasoline,Rear-wheel drive,2,2020,5,252,4040,20.3,31.6
1987,Europe,Gasoline,Front-wheel drive,5,2190,6,253,4390,18.8,27.1
1997,USA,Hybrid,Rear-wheel drive,4,2230,6,244,4300,21.0,31.1
1984,USA,Gasoline,Rear-wheel drive,3,2360,6,,4320,18.5,27.7
2007,Asia,Hybrid,Rear-wheel drive,3,2350,6,256,4700,19.5,31.9
1994,Europe,Gasoline,Front-wheel drive,3,2300,6,260,4160,16.4,33.6
1999,Asia,Gasoline,All-wheel drive,2,2270,6,237,4260,19.0,30.6
2002,Asia,Diesel,Front-wheel drive,3,1880,6,211,3670,19.5,33.0
1975,Asia,Gasoline,All-wheel drive,3,2330,6,,4530,20.1,23.4
2018,Asia,Diesel,Front-wheel drive,5,2320,6,261,4420,17.7,32.4
2014,Europe,Gasoline,Front-wheel drive,4,2270,6,233,3960,18.2,30.5
1988,USA,Gasoline,Rear-wheel drive,5,3110,8,325,5460,20.4,20.5
1988,USA,Gasoline,All-wheel drive,3,2100,6,251,4220,17.2,28.8
2014,Asia,Diesel,Rear-wheel drive,2,2190,6,258,4080,19.4,33.4
2008,USA,Diesel,Front-wheel drive,4,2470,6,290,4420,19.6,27.0
1986,Asia,Gasoline,Rear-wheel drive,5,2050,6,233,4410,18.5,27.9
2012,Europe,Gasoline,Front-wheel drive,3,2150,6,223,4270,17.3,33.6
2017,USA,Diesel,Front-wheel drive,4,2290,6,271,4310,19.7,32.6
2024,Europe,Gasoline,All-wheel drive,3,2300,6,271,4470,20.3,30.3
2010,Europe,Gasoline,Front-wheel drive,4,2340,6,247,4270,18.1,29.9
1993,Europe,Diesel,Front-wheel drive,4,2300,6,252,4010,17.2,31.6
2004,Europe,Gasoline,All-wheel drive,5,2310,6,261,4590,18.3,31.2
1999,USA,Gasoline,Rear-wheel drive,3,2160,6,223,4670,19.2,29.1
2007,Asia,Gasoline,Front-wheel drive,4,2340,6,246,4170,19.8,29.0
2019,USA,Gasoline,Front-wheel drive,3,2480,7,311,4280,18.5,31.7
1978,Asia,Gasoline,Front-wheel drive,4,2460,6,,4380,18.5,25.4
1990,USA,Gasoline,Front-wheel drive,5,2430,6,271,4440,17.8,28.1
1993,USA,Gasoline,Front-wheel drive,4,2080,6,242,4250,17.6,27.0
1990,Europe,Gasoline,Front-wheel drive,3,2360,6,251,4280,21.0,29.0
1999,Europe,Gasoline,Rear-wheel drive,4,2640,7,286,4870,19.7,29.9
2011,USA,Gasoline,Front-wheel drive,2,2030,6,261,4020,17.7,28.9
2013,Asia,Gasoline,All-wheel drive,3,2210,6,231,4160,17.7,30.7
1992,USA,Gasoline,Rear-wheel drive,5,1930,6,230,4170,19.3,28.8
2005,Europe,Gasoline,Front-wheel drive,5,2050,5,238,3840,18.9,31.3
2002,USA,Gasoline,Front-wheel drive,2,2090,5,218,3810,16.8,32.3
2000,USA,Gasoline,Front-wheel drive,5,2150,6,236,4240,18.5,29.2
1982,Europe,Gasoline,All-wheel drive,3,2390,6,257,4340,18.4,29.1
1978,USA,Gasoline,Rear-wheel drive,4,2520,6,276,4840,18.9,21.8
2013,Europe,Gasoline,All-wheel drive,3,2430,6,246,4660,19.4,30.1
2015,Europe,Gasoline,Front-wheel drive,5,2100,6,230,4120,20.0,32.1
2008,Asia,Diesel,Rear-wheel drive,5,2180,5,245,4510,18.5,28.3
2017,Europe,Diesel,Front-wheel drive,4,2180,6,250,4130,19.5,34.6
1995,Europe,Hybrid,Rear-wheel drive,4,2080,6,235,4250,18.8,34.2
2010,USA,Hybrid,Front-wheel drive,4,2160,6,259,3990,19.6,34.4
2002,Asia,Gasoline,All-wheel drive,5,2530,7,266,4770,19.1,29.3
1999,Europe,Gasoline,All-wheel drive,3,2700,7,287,4630,18.7,26.1
1987,USA,Diesel,Front-wheel drive,3,2320,5,278,3960,16.9,28.1
2017,Asia,Gasoline,Front-wheel drive,5,2250,6,241,4330,20.6,31.7
1982,USA,Gasoline,Rear-wheel drive,3,2090,6,,4330,17.4,27.1
1998,Europe,Gasoline,All-wheel drive,5,1980,5,205,4210,19.5,31.1
2021,Europe,Gasoline,Rear-wheel drive,5,2340,6,263,4270,17.8,32.5
1976,USA,Diesel,Front-wheel drive,2,2300,6,270,4210,18.3,28.5
2021,Europe,Gasoline,All-wheel drive,5,2380,6,246,4490,19.6,29.3
2017,Europe,Diesel,Front-wheel drive,4,2210,6,238,4210,22.2,34.7
1975,Europe,Diesel,All-wheel drive,5,2280,6,262,4490,20.6,26.5
1998,USA,Gasoline,Front-wheel drive,4,1990,5,243,4220,19.1,26.9
1983,Asia,Gasoline,Front-wheel drive,4,2110,6,252,4220,19.3,30.5
2014,Europe,Hybrid,Rear-wheel drive,4,2390,6,248,4270,19.5,36.0
1986,USA,Hybrid,All-wheel drive,5,2410,6,267,4500,19.2,28.3
1992,Europe,Diesel,Front-wheel drive,4,2260,6,270,4240,17.9,30.3
2006,USA,Gasoline,Front-wheel drive,4,2400,7,298,4560,18.9,29.9
2004,Asia,Gasoline,Front-wheel drive,2,1860,5,195,3720,19.0,32.6
1976,Asia,Gasoline,Front-wheel drive,3,2140,5,,4260,21.7,29.2
