engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,model_year,origin,fuel_type,drivetrain,num_doors,fuel_efficiency_mpg
210,2,,2795.1099219422877,9.8,2002,Asia,Diesel,All-wheel drive,0,16.673390648808187
160,5,140,3195.03678018516,18.6,2012,USA,Diesel,All-wheel drive,1,13.124685033913016
250,5,165,3458.350752984769,15.1,2015,USA,Diesel,All-wheel drive,0,13.055828748311077
250,2,121,2573.420266293008,12.1,2016,Europe,Diesel,All-wheel drive,-1,17.486393274851245
190,6,113,3337.6694036938557,19.7,2007,Asia,Diesel,All-wheel drive,,12.60320033464396
290,5,170,2616.867362019444,11.6,2019,Europe,Gasoline,All-wheel drive,0,17.729192914455155
150,6,137,3274.495328937398,18.2,2017,USA,Gasoline,Front-wheel drive,1,13.133454254929138
170,5,174,2834.84575018129,13.4,2010,Europe,Gasoline,All-wheel drive,1,17.125885890516066
210,5,124,3241.763589357272,14.3,2010,USA,Diesel,Front-wheel drive,2,13.990987963960844
240,6,173,3186.7899187248336,13.8,2015,USA,Diesel,All-wheel drive,1,14.106330739567868
210,8,166,3097.192966682134,17.9,2001,Asia,Diesel,Front-wheel drive,0,14.9704202960027
220,3,173,3483.9511330217438,16.6,2017,Asia,Gasoline,All-wheel drive,0,13.220811052325653
200,4,187,2618.435415027472,16.7,2013,Asia,Gasoline,All-wheel drive,-1,16.61857856998094
190,4,164,2650.5349251531275,16.2,2018,Asia,Gasoline,Front-wheel drive,-1,16.27793815644073
230,,148,2854.3496558712327,17.5,2006,Asia,Gasoline,All-wheel drive,0,15.469659390855199
160,4,105,2404.6393988036943,16.3,2006,USA,Diesel,All-wheel drive,1,17.496536003536335
190,5,140,3285.057008576068,19.4,2018,Asia,Gasoline,Front-wheel drive,,13.414591596027254
220,2,113,2222.7947530757046,10.5,2002,Europe,Diesel,Front-wheel drive,0,19.438444379314774
250,7,,3495.2751928301163,16.7,2004,Europe,Gasoline,All-wheel drive,2,12.621964057396255
250,3,140,3335.8566257577363,16.5,2006,USA,Diesel,All-wheel drive,1,13.161539299739172
140,3,129,3447.455536541307,13.7,2005,Asia,Gasoline,Front-wheel drive,0,12.989069680554877
270,6,159,2816.232548922865,15.7,2001,Europe,Gasoline,All-wheel drive,-1,16.27795180930849
210,3,145,2545.1190456274408,13.1,2021,Asia,Gasoline,All-wheel drive,0,17.37574127137611
220,2,148,2483.315905052207,13.2,2002,USA,Gasoline,Front-wheel drive,-2,17.81730224677866
190,5,142,2467.487771885549,9.2,2002,Asia,Gasoline,All-wheel drive,0,17.834103183893703
180,4,154,3506.9868316620514,16.8,2012,Europe,Diesel,All-wheel drive,0,12.613573267696877
250,4,131,2278.779824831722,17.1,2009,Asia,Diesel,Front-wheel drive,-1,18.663596594891416
240,7,115,3842.6124641142005,12.9,2010,USA,Diesel,Front-wheel drive,1,11.171258448013802
160,7,172,3093.4035663463437,15.4,2014,Asia,Diesel,All-wheel drive,-1,14.792369300870858
140,4,104,3165.3811804575753,16.6,2010,USA,Diesel,Front-wheel drive,-1,13.799659123243075
140,4,134,3362.578666057142,14.2,2013,Europe,Gasoline,Front-wheel drive,0,13.030318630361558
110,5,155,2712.160875218405,8.1,2014,USA,Gasoline,All-wheel drive,2,16.99765892661079
190,5,129,2833.2979837821576,12.5,2006,Asia,Diesel,All-wheel drive,0,16.087048417755053
140,7,161,3004.391473033441,13.8,2015,Asia,Diesel,Front-wheel drive,0,14.220465291105329
280,5,204,3354.3769622790774,15.2,2001,Asia,Diesel,Front-wheel drive,1,13.465295622642731
200,5,109,2255.2939991749076,15.4,2008,Europe,Gasoline,Front-wheel drive,-1,18.892894365203087
180,3,167,2898.6433775539076,18.9,2018,Europe,Diesel,All-wheel drive,,14.544428707956838
200,1,109,2600.985526298928,15.7,2017,USA,Gasoline,All-wheel drive,-2,16.27032415389483
190,4,188,4164.9388389601145,16.0,2005,USA,Gasoline,All-wheel drive,0,9.998199301148253
180,5,170,2689.8603327504247,15.6,2008,USA,Gasoline,Front-wheel drive,0,16.31307875130911
260,3,121,4115.127581241831,12.3,2023,Asia,Gasoline,All-wheel drive,,8.72119946582377
220,,141,2499.052677998104,22.8,2007,USA,Diesel,Front-wheel drive,1,16.381356490789038
240,3,169,2777.8104432570667,16.4,2021,Europe,Gasoline,All-wheel drive,,15.797252591684316
180,7,147,2453.341430021973,15.2,2015,Europe,Gasoline,All-wheel drive,,17.396751395693265
170,1,185,2605.775610554486,12.6,2000,USA,Diesel,Front-wheel drive,-2,17.39329443476162
150,2,195,2403.807221682461,9.1,2007,USA,Diesel,All-wheel drive,0,19.224356203213507
270,,162,3570.3715879275846,15.7,2007,Europe,Diesel,Front-wheel drive,0,11.611371948675341
180,7,140,2604.935402547249,12.6,2001,Asia,Diesel,Front-wheel drive,1,17.03057612555662
140,6,206,3120.648650189781,18.7,2023,USA,Diesel,All-wheel drive,0,14.501222219547337
210,,,2416.174128461397,19.6,2006,Asia,Diesel,Front-wheel drive,-1,17.7889585484079
170,4,165,3375.2960616175824,14.1,2019,Asia,Diesel,All-wheel drive,-1,13.097616569684599
140,1,,2767.5885823179774,11.2,2017,Asia,Gasoline,Front-wheel drive,0,17.06813728798629
120,7,141,3545.3497983171374,15.8,2020,Europe,Diesel,Front-wheel drive,0,11.585292264036305
140,4,149,2718.3750303122624,14.8,2017,Asia,Gasoline,Front-wheel drive,,16.440712422885152
100,2,120,3277.845226809278,16.7,2012,Asia,Diesel,All-wheel drive,-1,12.875678455387597
210,4,145,2609.402780982518,20.1,2000,Europe,Diesel,Front-wheel drive,0,16.2760922519863
100,7,98,3069.1248687985253,13.2,2005,USA,Gasoline,All-wheel drive,1,14.347171457664778
240,8,161,3342.0820406252997,,2014,Asia,Diesel,Front-wheel drive,,13.71510485220795
220,5,143,2338.6881205915065,15.3,2009,Asia,Diesel,All-wheel drive,1,18.79218511962073
270,,178,2643.7084568563696,16.3,2021,USA,Diesel,Front-wheel drive,1,16.47789646408505
120,4,161,2520.655840404035,18.1,2010,Asia,Gasoline,Front-wheel drive,-2,16.724055271194914
170,6,138,2953.852063723547,13.8,2010,USA,Diesel,All-wheel drive,-1,15.120125173587114
200,4,131,3204.697048615528,17.8,2005,Asia,Gasoline,Front-wheel drive,,12.964370196948927
340,0,129,4052.2659134524274,18.4,2019,Europe,Gasoline,Front-wheel drive,-1,9.512398180324324
90,3,174,4726.97726859383,16.5,2020,Europe,Diesel,Front-wheel drive,1,6.200970533392815
230,1,91,3160.4267739676516,20.0,2009,USA,Gasoline,All-wheel drive,1,13.262279302558802
200,4,160,2636.530596930309,13.7,2019,Europe,Gasoline,All-wheel drive,-1,17.42918318295721
130,3,174,2703.817441967706,15.9,2017,Asia,Diesel,All-wheel drive,0,17.360789361856796
230,7,192,3114.364448160001,17.4,2007,Europe,Diesel,All-wheel drive,1,14.421723997198502
230,3,192,1885.2739218624267,17.7,2016,Europe,Gasoline,All-wheel drive,0,21.08604812642061
140,3,126,3155.5655907209775,20.4,2012,Europe,Gasoline,All-wheel drive,0,13.542045961780772
150,2,129,2530.7902081779466,14.4,2019,Europe,Gasoline,All-wheel drive,1,17.41544272535851
230,2,144,2117.4911304554375,13.2,2012,USA,Gasoline,Front-wheel drive,0,19.295390994689118
160,4,185,3254.8772038798834,14.3,2003,Europe,Diesel,Front-wheel drive,1,14.04771456148249
260,5,133,3801.0712194466987,14.8,2016,USA,Diesel,All-wheel drive,1,11.044672581542923
200,2,129,2865.3593421528294,12.7,2012,USA,Gasoline,Front-wheel drive,0,15.884537556533921
300,5,110,4037.0543497672174,17.1,2005,USA,Diesel,All-wheel drive,-1,9.218056741995243
180,4,174,3513.188433169926,,2011,Asia,Gasoline,All-wheel drive,-1,12.552530059830831
200,3,166,2536.6111707812747,16.6,2008,Asia,Gasoline,Front-wheel drive,0,17.516590217577946
190,2,132,2382.487496609624,14.7,2014,USA,Diesel,All-wheel drive,0,17.906526808062893
170,4,108,2989.821196716032,12.0,2003,Asia,Diesel,Front-wheel drive,-1,14.390789864461713
230,8,82,2407.332283100104,,2020,USA,Gasoline,Front-wheel drive,-2,17.271838607123744
230,2,185,2814.2350221457937,,2017,USA,Gasoline,Front-wheel drive,1,16.710884706643906
160,7,150,2476.683617661712,12.5,2008,Asia,Diesel,Front-wheel drive,0,17.239233790220716
250,4,157,2092.5827976128185,,2004,Asia,Gasoline,Front-wheel drive,0,18.894361860027367
140,0,143,3084.3376363435077,16.7,2002,Asia,Gasoline,Front-wheel drive,-1,14.392402025450409
140,5,165,2480.9527336388755,11.5,2014,Europe,Diesel,All-wheel drive,1,17.38842764600986
210,3,173,3036.320949960771,14.2,2011,Europe,Gasoline,All-wheel drive,-1,15.017320465301621
120,4,225,3324.1043217616107,12.2,2023,USA,Diesel,All-wheel drive,0,14.255285797920166
240,2,176,3720.832248861346,14.6,2018,Europe,Gasoline,All-wheel drive,2,10.985712261534248
270,4,,3350.333830288922,10.3,2015,USA,Diesel,Front-wheel drive,1,13.56257094266735
250,6,143,2923.194247371219,16.8,2004,USA,Gasoline,Front-wheel drive,0,14.994306846999123
130,3,165,3156.6536217610396,18.1,2008,USA,Diesel,All-wheel drive,2,13.70472964612701
220,4,95,3270.83052890364,15.9,2011,Asia,Diesel,Front-wheel drive,-1,12.867250200500296
180,5,110,2378.975000846669,9.5,2002,Asia,Gasoline,Front-wheel drive,-1,18.442565792003137
190,3,105,3503.3587759723123,13.9,2004,USA,Gasoline,All-wheel drive,0,11.839506561195256
220,4,,3910.191446155868,13.3,2010,Asia,Diesel,All-wheel drive,0,10.422626058428337
230,3,175,2380.0955923893116,,2002,Asia,Diesel,All-wheel drive,2,18.262113638073572
240,3,121,2044.4613211117728,18.2,2022,Europe,Diesel,All-wheel drive,-1,19.563765898435875
160,2,179,2750.4148570235034,13.2,2004,Europe,Diesel,Front-wheel drive,1,16.97580221121889
190,4,140,2715.4254625477242,15.3,2012,USA,Diesel,All-wheel drive,0,16.440354771126454
250,7,186,2183.4131022610254,15.1,2017,USA,Gasoline,All-wheel drive,-2,19.972028351694718
210,5,153,2949.5308912071746,15.5,2010,Europe,Diesel,Front-wheel drive,0,14.713015099267237
130,2,155,3415.462737962183,12.8,2010,USA,Gasoline,Front-wheel drive,,12.461356761520623
220,4,192,3030.795910822644,13.7,2011,USA,Gasoline,All-wheel drive,0,15.248260520364923
180,4,133,2644.529815471828,17.8,2014,Europe,Diesel,All-wheel drive,0,17.044925375400016
240,2,160,3234.3813565311348,18.2,2007,USA,Gasoline,Front-wheel drive,-3,13.5563440032496
130,10,155,3337.728178220857,10.0,2021,USA,Gasoline,All-wheel drive,0,13.95159647597562
220,4,95,2609.416008556321,17.5,2011,USA,Gasoline,Front-wheel drive,1,15.910155255895276
180,4,129,3308.753047099876,14.2,2008,Europe,Gasoline,All-wheel drive,1,14.102254382553205
240,3,122,3206.8218387580478,14.4,2009,Europe,Diesel,Front-wheel drive,1,13.314225348303843
230,2,111,3308.294004698378,16.3,2011,Europe,Diesel,Front-wheel drive,1,12.835907581499157
160,1,166,4604.4945798169065,16.4,2007,USA,Diesel,All-wheel drive,0,6.695482767757437
210,7,188,2831.750193267722,,2010,Europe,Diesel,All-wheel drive,2,15.751723127698769
170,0,129,3213.8413462589997,16.1,2008,USA,Diesel,All-wheel drive,0,13.989084461278573
140,4,161,2613.4441101327407,14.7,2005,Europe,Gasoline,All-wheel drive,-2,17.488437476764393
140,3,148,3543.759670659858,20.8,2008,USA,Gasoline,Front-wheel drive,-1,11.53498005990863
180,2,174,2779.7294652369023,17.2,2008,Asia,Gasoline,All-wheel drive,0,15.891838056662808
80,8,128,3100.516092667897,,2003,Europe,Diesel,All-wheel drive,1,15.059351656790835
140,,160,2823.004705029942,13.8,2010,Europe,Diesel,All-wheel drive,2,15.524853249891075
220,5,145,2964.919908372684,17.5,2013,USA,Gasoline,Front-wheel drive,1,14.024962393581417
230,6,145,2193.874214113046,,2017,Asia,Diesel,All-wheel drive,-2,18.931569142890158
180,2,,2543.0257188644355,16.5,2013,Asia,Gasoline,Front-wheel drive,0,17.31031997070655
250,7,155,2363.242200741788,14.2,2007,Europe,Gasoline,All-wheel drive,1,17.868242282065204
210,5,155,3280.3356257059813,12.2,2015,Asia,Gasoline,Front-wheel drive,2,13.47789243048497
100,,214,3101.081130103609,18.1,2008,USA,Gasoline,All-wheel drive,-1,15.236527116272253
180,3,175,2652.321234572616,16.1,2016,Europe,Gasoline,All-wheel drive,0,17.280665280510277
280,4,133,2642.7101457999665,11.9,2012,Asia,Gasoline,All-wheel drive,-1,16.85855221920308
270,5,158,2527.00640248145,16.6,2002,Asia,Diesel,Front-wheel drive,1,17.367970147866572
250,4,134,3394.407125206583,11.7,2003,Europe,Gasoline,All-wheel drive,0,13.081938328386459
240,2,156,2950.6583637172484,16.7,2013,Asia,Gasoline,Front-wheel drive,1,14.703943313208
140,7,,2627.484993792311,14.0,2005,USA,Gasoline,All-wheel drive,1,16.816098461103778
190,2,162,2299.328013301204,,2022,Asia,Gasoline,All-wheel drive,1,18.330735771402328
220,5,145,2409.671370061994,17.0,2014,Europe,Diesel,Front-wheel drive,1,17.667830341483132
200,4,133,2958.5129951913773,12.9,2007,Asia,Diesel,Front-wheel drive,-1,15.971323544290277
130,4,148,2809.2138286032496,16.0,2002,USA,Gasoline,Front-wheel drive,,15.802428948850704
230,4,208,2275.823783997533,17.2,2017,Europe,Gasoline,All-wheel drive,0,18.296356971136802
230,6,114,2890.134735203005,12.4,2016,Europe,Gasoline,Front-wheel drive,0,15.781502668785373
130,6,117,2929.5439485579022,17.8,2015,Europe,Gasoline,Front-wheel drive,1,15.300286546637732
140,4,202,3614.7561804854863,16.5,2016,Europe,Diesel,Front-wheel drive,,13.022408746939277
210,,159,3213.4058305691506,13.7,2007,USA,Diesel,All-wheel drive,,14.949202708238294
180,6,165,3417.021429323144,13.5,2017,Europe,Gasoline,All-wheel drive,1,12.495206606099273
190,,,2720.12570059254,16.3,2015,Europe,Gasoline,All-wheel drive,0,15.75521954998409
200,0,148,3056.498597725056,15.4,2018,USA,Diesel,All-wheel drive,1,14.396434058109804
280,6,178,2276.1806102278642,13.2,2008,Europe,Gasoline,Front-wheel drive,-1,18.66359118620556
180,5,141,3769.040126230183,16.4,2009,Asia,Diesel,Front-wheel drive,0,10.844439639106854
110,2,185,2710.8018460419084,12.2,2021,Europe,Gasoline,Front-wheel drive,0,17.08602149061306
220,6,152,3190.901504892678,12.9,2008,USA,Gasoline,Front-wheel drive,0,13.875794318966774
130,7,125,3539.4830399607245,15.9,2007,Asia,Gasoline,All-wheel drive,1,12.167763930759046
180,4,190,2816.892603215003,16.6,2009,USA,Gasoline,Front-wheel drive,0,15.590693261776188
250,3,178,2835.0933383072725,16.2,2003,Europe,Diesel,Front-wheel drive,1,15.51306953489444
170,6,137,3268.366761320094,15.0,2005,Asia,Diesel,Front-wheel drive,-2,13.9895387972651
190,2,192,3139.9032617566645,14.5,2016,USA,Diesel,Front-wheel drive,0,14.478181441294337
190,1,131,3441.1976542685197,11.4,2011,USA,Gasoline,Front-wheel drive,,13.37353667148422
160,1,172,3608.1959252392617,13.8,2023,USA,Diesel,Front-wheel drive,0,12.08960984733545
170,2,,3192.6627274955686,18.0,2020,Europe,Gasoline,Front-wheel drive,1,13.684781749901749
210,2,148,2771.8069019198483,18.0,2003,USA,Diesel,Front-wheel drive,-2,15.423697060696615
190,2,146,4031.905202389459,12.8,2002,Asia,Gasoline,Front-wheel drive,-1,10.26630253979629
200,0,137,2671.016845308318,14.7,2004,USA,Gasoline,All-wheel drive,0,16.692937362200706
210,5,182,2937.435645279481,15.7,2013,Europe,Diesel,All-wheel drive,1,15.979060651467627
210,4,124,3871.893245575173,13.1,2006,USA,Diesel,Front-wheel drive,-1,11.151637455410214
160,5,139,3290.8087221330165,18.7,2000,Europe,Gasoline,All-wheel drive,0,12.944262918119842
210,4,127,3488.8870896277067,14.7,2023,Asia,Gasoline,Front-wheel drive,0,11.76059492214097
160,4,,2592.4863848048685,17.2,2018,USA,Gasoline,All-wheel drive,0,17.463927525157732
170,5,123,2675.098059483076,13.7,2020,USA,Gasoline,All-wheel drive,-1,15.780385522195088
180,6,126,3598.3966751809244,16.6,2022,USA,Gasoline,Front-wheel drive,0,12.28374399150082
180,3,187,2997.960026728273,13.5,2005,Asia,Diesel,All-wheel drive,-1,15.352992056515124
210,4,,2502.173643077508,14.4,2002,Europe,Diesel,All-wheel drive,0,17.606071448677802
190,5,143,2866.556367604261,15.0,2003,USA,Gasoline,Front-wheel drive,1,15.561557894390846
120,9,156,2986.5410309143567,19.4,2011,Asia,Gasoline,All-wheel drive,0,14.82056131646785
150,4,143,3629.992950472894,17.5,2007,USA,Gasoline,All-wheel drive,-1,11.064228893482822
130,3,181,3120.32862054732,15.0,2021,USA,Diesel,Front-wheel drive,-1,14.561083172703405
150,9,151,1996.1807167375914,18.0,2002,Europe,Diesel,All-wheel drive,1,19.839257635938246
150,5,153,2376.5657078872555,18.1,2019,USA,Diesel,Front-wheel drive,-1,18.4440446374671
140,2,165,3652.349614816906,14.5,2022,Europe,Diesel,All-wheel drive,1,11.394828935901405
210,3,127,2889.108384303063,10.6,2002,Asia,Diesel,Front-wheel drive,2,16.20251977572753
170,3,153,3760.4767153462435,15.6,2000,Asia,Diesel,All-wheel drive,-1,10.493841558626096
300,1,127,4078.8869390112604,,2003,Asia,Gasoline,Front-wheel drive,-1,9.410652885139953
240,3,138,2971.75700522539,13.5,2003,Asia,Diesel,All-wheel drive,2,15.326987170432949
240,,160,2296.3846355354117,13.8,2003,Europe,Gasoline,All-wheel drive,0,18.64389866886971
200,3,154,2265.7322162416463,12.8,2011,Europe,Gasoline,All-wheel drive,0,18.571662013910426
220,8,149,2357.80360971471,,2001,Asia,Gasoline,Front-wheel drive,0,18.217668906845272
260,7,220,3221.9006003953186,12.5,2001,Asia,Gasoline,Front-wheel drive,1,14.699185045273296
300,5,,3572.775571662165,14.4,2009,Europe,Gasoline,Front-wheel drive,-1,13.343585284889347
240,4,107,2773.5668374659863,14.7,2009,Europe,Gasoline,Front-wheel drive,0,15.779879749086756
170,1,156,4238.21902618075,15.5,2003,USA,Diesel,Front-wheel drive,0,8.98498559802031
190,6,155,3388.741334797633,15.6,2021,USA,Gasoline,Front-wheel drive,1,13.708771386542365
230,4,141,2481.750089953637,20.3,2010,USA,Diesel,All-wheel drive,0,17.444673489276877
160,1,168,2977.584890432838,12.4,2023,Europe,Gasoline,All-wheel drive,-1,15.978624207618022
170,3,172,3558.6996614378395,11.9,2011,Asia,Gasoline,Front-wheel drive,-1,12.349030268213667
260,5,146,2456.1316710309015,13.9,2009,USA,Diesel,All-wheel drive,1,18.160045461596653
210,3,206,952.6817606436496,18.5,2015,Europe,Gasoline,Front-wheel drive,-1,25.96722204888372
130,4,128,2976.4233309912056,15.6,2006,USA,Gasoline,Front-wheel drive,-2,15.398675865433004
280,3,135,2734.779431570765,19.0,2018,Europe,Diesel,Front-wheel drive,-1,16.14221134607576
210,3,181,3817.7850840449946,14.9,2001,USA,Diesel,Front-wheel drive,2,10.550499871224929
180,3,180,2682.4270213900745,18.2,2008,USA,Diesel,All-wheel drive,-2,16.97277305614055
170,5,,3315.182857883409,13.5,2019,Asia,Gasoline,All-wheel drive,0,13.376477555430291
290,4,170,3417.0438897999957,,2011,Asia,Gasoline,Front-wheel drive,0,13.173226811021172
210,5,139,3160.864642283812,8.2,2001,Asia,Diesel,Front-wheel drive,0,14.719147743941203
140,5,191,2613.277091190692,14.0,2000,Asia,Diesel,All-wheel drive,0,17.546950769958652
200,0,133,2899.5907486529454,16.0,2008,USA,Diesel,All-wheel drive,0,14.892054116053508
140,1,113,2233.523748076718,17.3,2008,USA,Diesel,Front-wheel drive,0,17.922120126377628
230,2,,2660.034459019575,16.6,2016,USA,Diesel,All-wheel drive,-1,16.1887949484857
200,6,166,3058.8567773360896,17.3,2020,USA,Diesel,Front-wheel drive,0,13.962057211748382
250,4,161,2376.267302060065,13.8,2020,Europe,Gasoline,Front-wheel drive,1,18.45450838655106
270,5,123,2955.9561828752785,13.7,2017,Asia,Diesel,All-wheel drive,0,14.178500197428237
120,3,164,3367.33923440091,14.4,2010,Europe,Diesel,All-wheel drive,-1,12.798117731367677
230,3,111,2461.3302652716957,15.2,2011,USA,Diesel,All-wheel drive,1,17.13468349729195
220,5,171,2623.5398076489078,16.0,2023,Europe,Diesel,All-wheel drive,-2,16.907562594029518
310,2,148,2866.420897062926,13.8,2003,Europe,Gasoline,All-wheel drive,-1,16.58859910138305
110,,152,3448.7253022638997,13.5,2002,Asia,Diesel,All-wheel drive,0,12.728691370861457
170,6,134,3017.460821443407,10.5,2000,USA,Diesel,Front-wheel drive,0,14.804329786439418
230,6,180,2855.3927113467294,15.2,2014,Asia,Gasoline,All-wheel drive,1,16.61641463248054
160,6,,3305.7734195665744,14.2,2006,Europe,Diesel,All-wheel drive,,13.6651601611117
220,0,132,4643.568671592193,15.2,2020,Europe,Diesel,All-wheel drive,1,6.67647547062435
230,2,121,3757.978339401909,,2003,Europe,Diesel,All-wheel drive,1,11.026353562307628
250,2,119,2746.450619780448,16.2,2012,USA,Diesel,All-wheel drive,-1,14.920710705912407
220,3,103,3543.2743357139243,13.9,2002,USA,Gasoline,All-wheel drive,1,11.920844209580745
260,4,186,3449.506175658984,13.3,2010,Asia,Diesel,All-wheel drive,-1,13.278706751977953
180,4,144,3270.8776415240714,16.7,2016,Europe,Diesel,All-wheel drive,0,13.843358558907942
270,3,194,2683.61183309164,17.4,2009,Asia,Gasoline,All-wheel drive,2,16.689068457195805
110,4,104,2797.423704073066,15.3,2020,USA,Gasoline,All-wheel drive,0,14.778825303967725
210,8,161,3379.7990855496882,13.7,2019,Europe,Diesel,Front-wheel drive,1,13.436034595166927
190,4,153,2676.619300937642,15.8,2003,Europe,Diesel,All-wheel drive,1,16.323233020119563
240,2,125,3818.5177685729914,,2012,USA,Diesel,All-wheel drive,1,10.708558805654732
240,5,188,2287.9649668537713,19.4,2017,Asia,Gasoline,Front-wheel drive,-1,19.673539069150262
210,6,179,3056.3623598627933,16.4,2010,Asia,Gasoline,Front-wheel drive,-1,15.010207314697707
140,5,155,3102.5264314295655,19.2,2002,USA,Gasoline,All-wheel drive,-1,13.629394738245727
280,3,167,3212.8129208737478,13.4,2020,USA,Diesel,All-wheel drive,,14.356209557302664
220,7,162,3245.5723461152543,13.1,2002,Asia,Diesel,Front-wheel drive,,13.93123723148878
130,3,,3721.0749802701575,,2006,Asia,Diesel,Front-wheel drive,0,11.562028069088452
240,2,132,3483.8659550182415,,2002,USA,Diesel,All-wheel drive,0,12.030401142763731
270,3,183,3024.5623024544566,11.3,2019,Europe,Gasoline,Front-wheel drive,-1,15.635015136392367
220,,145,2498.3129326645453,11.3,2000,Asia,Diesel,Front-wheel drive,1,18.572269940777403
220,4,146,3216.0462810698227,14.3,2012,Asia,Gasoline,All-wheel drive,-1,13.925201011854721
180,7,165,2554.175444800797,13.3,2022,Europe,Gasoline,Front-wheel drive,0,17.745397354346498
180,0,156,2817.4037432573905,14.9,2010,Europe,Gasoline,Front-wheel drive,0,15.880744088923173
190,2,138,2600.877960557732,20.6,2002,USA,Diesel,Front-wheel drive,0,16.036468455034562
300,7,191,2833.4563525993194,13.2,2011,USA,Gasoline,All-wheel drive,1,16.352356903348166
220,5,178,2524.1152081428863,13.6,2023,Europe,Diesel,All-wheel drive,-1,17.68370356478219
220,4,133,3353.813557636901,14.3,2015,Asia,Gasoline,All-wheel drive,0,13.220860442365806
270,3,166,3542.374639317835,14.9,2014,Europe,Diesel,All-wheel drive,0,12.95824399360552
200,6,116,2706.3869403176523,13.9,2002,Europe,Diesel,Front-wheel drive,-2,15.909093982295952
180,2,146,2564.1861709218833,,2008,Asia,Gasoline,Front-wheel drive,1,17.605221069014544
170,2,164,2631.4649195937245,19.1,2001,Asia,Diesel,All-wheel drive,0,16.2729006453032
210,4,145,2743.000580560272,14.2,2010,Asia,Diesel,All-wheel drive,0,15.643283125175431
120,8,140,2910.19314516984,18.4,2013,USA,Gasoline,Front-wheel drive,0,14.61219289771335
180,1,141,3573.9830932531763,11.9,2014,Europe,Gasoline,All-wheel drive,-1,12.340334388292888
170,9,183,3553.2238315864406,19.1,2009,USA,Gasoline,Front-wheel drive,0,11.754759380133246
170,3,185,2525.40615434951,14.5,2020,Asia,Gasoline,Front-wheel drive,-1,17.792351914336688
100,2,140,3624.656492598477,15.5,2015,Asia,Diesel,Front-wheel drive,1,11.39351253292317
170,4,171,3892.5713432647867,13.0,2022,Europe,Gasoline,Front-wheel drive,2,10.74472756792894
90,3,126,2829.8879275941795,17.1,2019,USA,Diesel,All-wheel drive,-1,16.039918348908593
190,3,148,2801.096882337446,13.5,2018,Asia,Diesel,All-wheel drive,-1,16.75124163641629
170,6,,2795.1747709597157,21.0,2010,Europe,Gasoline,All-wheel drive,-1,14.828399132118978
250,5,156,3352.770999458444,15.7,2015,Asia,Diesel,All-wheel drive,0,13.940005041964943
280,2,109,3298.4391614206934,16.3,2008,USA,Gasoline,Front-wheel drive,0,13.684576518238817
190,6,146,2831.066282613921,18.3,2022,Asia,Diesel,All-wheel drive,0,15.361730803643157
270,3,111,3568.2717157704305,17.4,2021,Europe,Gasoline,All-wheel drive,0,11.103814307437002
210,5,129,2615.187617338305,13.8,2011,Asia,Diesel,All-wheel drive,1,16.843393714549602
200,4,180,3234.0076872336385,15.6,2020,Europe,Diesel,Front-wheel drive,-1,14.469006474077798
160,3,136,3306.1071439340876,17.3,2014,USA,Diesel,Front-wheel drive,1,12.897290829872132
260,6,120,3616.680604171728,16.7,2013,Asia,Gasoline,All-wheel drive,-1,11.315755610603462
220,1,229,2362.2661646210163,20.3,2007,Europe,Diesel,All-wheel drive,,18.38470227296336
230,6,122,3467.4294499757243,15.5,2014,Asia,Gasoline,Front-wheel drive,-1,12.317050193998092
270,3,,3303.816716410263,11.7,2003,Europe,Gasoline,Front-wheel drive,-3,13.00206071909596
170,4,144,2904.453015180141,16.1,2011,USA,Diesel,Front-wheel drive,-1,14.812254422167408
180,3,164,2987.273898063168,11.0,2013,Asia,Diesel,Front-wheel drive,1,14.989233376560225
170,8,92,2714.512688347698,11.6,2014,USA,Diesel,All-wheel drive,-1,16.697399419027715
130,6,,3579.272769488183,16.2,2000,Asia,Diesel,Front-wheel drive,2,12.214704828283896
180,1,160,2730.963996854466,17.4,2006,Asia,Gasoline,All-wheel drive,0,16.0889231255758
210,4,93,2232.9414142993446,14.6,2011,Europe,Diesel,All-wheel drive,1,18.02888033528862
270,3,132,3378.0522525440174,17.8,2021,Asia,Diesel,Front-wheel drive,-2,12.746059751063505
210,5,201,2386.3510544860583,,2023,Europe,Gasoline,Front-wheel drive,0,18.872708363231848
270,6,130,2717.9606609588736,15.7,2002,Europe,Diesel,Front-wheel drive,-1,16.626139655741255
150,4,110,3423.0583592265866,,2008,USA,Diesel,All-wheel drive,-1,11.478523569058725
270,2,121,2583.168705175942,,2017,Europe,Gasoline,Front-wheel drive,0,16.593066222906938
220,2,195,3374.6550164870564,18.0,2018,Asia,Diesel,Front-wheel drive,,12.606233362620912
110,2,,3102.7071319258825,15.1,2009,USA,Gasoline,Front-wheel drive,2,14.82507384535829
150,,218,2256.036606197502,12.7,2018,Asia,Diesel,All-wheel drive,0,19.143116822055507
200,2,143,2552.5986313815865,17.8,2000,USA,Diesel,All-wheel drive,0,17.30471531957556
240,5,131,2571.557240938034,17.7,2013,Europe,Diesel,All-wheel drive,0,16.83836962851803
120,4,89,3036.5126372496666,19.5,2018,Asia,Diesel,Front-wheel drive,2,13.382633091821052
250,2,105,2806.4832818565224,15.3,2012,Asia,Diesel,All-wheel drive,-2,15.349389533474488
